Compound,CAS,smiles,Solvents normalized,Solvent count,Solvent system/raw phrase,Method notes,Extraction confidence,Review flags,Source context,record_id,compound_name_clean,smiles_status,smiles_canonical,inchi_key,largest_fragment_smiles,largest_fragment_inchikey,fragment_count,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,rdkit_aromatic_rings,rdkit_ring_count,rdkit_fraction_csp3,formal_charge,morgan2_2048_num_onbits,morgan2_2048_onbits,fg_carboxylic_acid,fg_sulfonic_acid,fg_phosphonic_acid,fg_acid_any,fg_phenol,fg_alcohol,fg_amide,fg_urea,fg_imide,fg_ester,fg_anhydride,fg_acyl_halide,fg_aldehyde,fg_ketone,fg_amine_nonamide,fg_basic_aromatic_n,fg_nitro,fg_aromatic_halide,fg_acetal_like,fg_boc_carbamate_like,fg_quinone_like,entry_salt_or_ionic_flag,salt_terms_detected,derivative_terms_detected,primary_recryst_class,secondary_recryst_classes,nearest_neighbor_ready,solvent_list_clean,solvent_count_calc,solvent_families,has_water,has_alcohol,has_hydrocarbon,has_aromatic_hydrocarbon,has_ether,has_ketone_or_ester_solvent,has_halogenated_solvent,has_acidic_solvent,has_polar_aprotic_or_strong_solvent,has_legacy_solvent,legacy_solvents,modernized_solvent_suggestions,solvent_safety_classes,system_type_estimated,likely_pair_families,has_colon_ratio,colon_ratios_detected,has_percent_composition,percent_values_detected,has_aqueous_word,has_hot_or_reflux_word,has_charcoal_or_carbon,has_wash_word,has_additive_or_few_drops_word,has_acid_additive_hint,has_base_additive_hint,compatibility_warning_candidates,class_default_single_panel,class_default_pair_panel,recommendation_use_weight
3-Naphthol-2-carboxylic acid (3-hydroxy-2-naphthoic acid),92-70-6,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,water; acetic acid,2,water or acetic acid.,,High,,Crystallise it from water or acetic acid.,RC01453,3-Naphthol-2-carboxylic acid (3-hydroxy-2-naphthoic acid),valid,O=C(O)c1cc2ccccc2cc1O,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,O=C(O)c1cc2ccccc2cc1O,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,1,188.182,2.244,57.53,2,2,1,2,2,0.000,0,22,61 205 322 389 456 650 807 846 875 1047 1087 1088 1199 1380 1602 1607 1656 1750 1855 1873 1917 1991,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic; multi_aromatic; phenol,Y,water; acetic acid,2,acidic/protic; water/aqueous,Y,N,N,N,N,N,N,Y,N,N,,water; acetic acid,acetic acid:yellow_acidic,aqueous_or_water_containing_system,acidic_aqueous,N,,N,,N,N,N,N,N,Y,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
Naphthol AS-D (3-hydroxy-2-naphthoic-o-toluide),135-61-5,CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,xylene; ethanol; water; acetic acid,4,"xylene.; EtOH, aqueous EtOH or glacial acetic acid.",aqueous,High,,"Purify it by recrystallisation from xylene. | Crystallise the alcohol from EtOH, aqueous EtOH or glacial acetic acid.",RC01454,Naphthol AS-D (3-hydroxy-2-naphthoic-o-toluide),valid,Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,FBLAHUMENIHUGG-UHFFFAOYSA-N,Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,FBLAHUMENIHUGG-UHFFFAOYSA-N,1,277.323,4.106,49.33,2,2,2,3,3,0.056,0,32,205 322 486 650 658 807 846 847 875 947 1057 1087 1088 1149 1152 1199 1224 1297 1380 1391 1602 1607 1656 1696 1722 1750 1816 1855 1873 1917 1991 1999,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,amide_urea_imide_like,amide_urea_imide; high_logp; multi_aromatic; phenol,Y,xylene; ethanol; water; acetic acid,4,acidic/protic; alcohol; aromatic hydrocarbon; water/aqueous,Y,Y,Y,Y,N,N,N,Y,N,N,,xylene; ethanol; water; acetic acid,acetic acid:yellow_acidic,aqueous_or_water_containing_system,alcohol/water; acidic_aqueous,N,,N,,Y,N,N,N,N,Y,N,,ethanol; methanol; water; ethanol/water 90:10; acetone; ethyl acetate; acetonitrile; ethanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; ethyl acetate/heptane; acetone/heptane,1.0
"1,4-Naphthaquinone (p-naphthoquinone, ��-naphthoquinone)",130-15-4,O=C1C=CC(=O)c2ccccc21,diethyl ether; ethanol; water; petroleum ether; benzene,5,"diethyl ether (charcoal).; *benzene, petroleum ether or aqueous EtOH (yellow needles) and sublimes in a vacuum.; petroleum ether (b 80-100o) is more convenient than by steam distillation, and one crystallisation gives a product of high purity.",aqueous; charcoal; sublim,High,benzene legacy,"Crystallise the quinone from diethyl ether (charcoal). | It also crystallises from *benzene, petroleum ether or aqueous EtOH (yellow needles) and sublimes in a vacuum. | Purification by crystallisation from petroleum ether (b 80-100o) is more convenient than by steam distillation, and one crystallisation gives a product of high purity.",RC01455,"1,4-Naphthaquinone (p-naphthoquinone, ��-naphthoquinone)",valid,O=C1C=CC(=O)c2ccccc21,FRASJONUBLZVQX-UHFFFAOYSA-N,O=C1C=CC(=O)c2ccccc21,FRASJONUBLZVQX-UHFFFAOYSA-N,1,158.156,1.622,34.14,0,2,0,1,2,0.000,0,14,314 352 547 650 747 859 963 984 1088 1154 1199 1380 1750 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,,Y,diethyl ether; ethanol; water; petroleum ether; benzene,5,alcohol; aliphatic hydrocarbon; aromatic hydrocarbon; ether; water/aqueous,Y,Y,Y,Y,Y,N,N,N,N,Y,petroleum ether; benzene,diethyl ether; ethanol; water; heptane; cyclohexane; toluene; toluene/heptane,benzene:red_legacy,aqueous_or_water_containing_system,alcohol/water; alcohol/ether; aromatic/hydrocarbon,N,,N,,Y,N,Y,N,N,N,N,legacy_toxic_solvent_replace,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"1,5-Naphthaquinone (1,5-naphthoquinone)",51583-62-1,C1=CC(=O)C2=CC=CC(=O)C2=C1,methanol,1,"MeOH with m 113o, and was characterised fully (IR, NMR and MS).",,High,,"However, on exposure to H2O it was slowly converted to 5-hydroxy-3,5- di-tert-butyl-1,4-naphthoquinone which crystallised from MeOH with m 113o, and was characterised fully (IR, NMR and MS).",RC01456,"1,5-Naphthaquinone (1,5-naphthoquinone)",valid,O=C1C=CC=C2C(=O)C=CC=C12,UKYHUQYCBBUNIA-UHFFFAOYSA-N,O=C1C=CC=C2C(=O)C=CC=C12,UKYHUQYCBBUNIA-UHFFFAOYSA-N,1,158.156,1.117,34.14,0,2,0,0,2,0.000,0,14,49 314 345 547 650 710 747 862 1062 1167 1182 1249 1380 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,,Y,methanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,methanol,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"2,3-Naphthaquinone (2,3-naphthoquinone)",4939-92-8,C1=CC2=CC(=O)C(=O)C=C2C=C1,cyclohexane,1,cyclohexane and,aqueous; vacuo; sublim,High,,"However, its transient existence was demonstrated by Horak and coworkers by oxidation of 2,3-dihydroxynaphthalene with aqueous KIO3 in the presence of a large excess of cyclopentadiene, used also as solvent, that provided a 56% yield of the 1,4-(1:1)- Diels-Alder adduct, m 170o, which crystallised from cyclohexane and sublimed in vacuo.",RC01457,"2,3-Naphthaquinone (2,3-naphthoquinone)",valid,O=C1C=c2ccccc2=CC1=O,BBSQMTKECKKGCW-UHFFFAOYSA-N,O=C1C=c2ccccc2=CC1=O,BBSQMTKECKKGCW-UHFFFAOYSA-N,1,158.156,-0.601,34.14,0,2,0,1,2,0.000,0,14,84 314 461 650 747 933 1088 1199 1214 1380 1454 1663 1750 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,,Y,cyclohexane,1,aliphatic hydrocarbon,N,N,Y,N,N,N,N,N,N,N,,cyclohexane,,single_or_single_reported,,Y,1:1,Y,56%,Y,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"2,6-Naphthaquinone (amphi-naphthaquinone, 2,6-naphthoquinone)",613-20-7,C1=CC(=O)C=C2C1=CC(=O)C=C2,petroleum ether; benzene; ligroin,3,"*C6H6, *C6H6/light petroleum or petroleum ether in yellowish-red to brick-red prisms, and forms yellow needles from ligroin.",,High,benzene legacy,"Indian J Chem 32B 733 1993.] The quinone crystallises from *C6H6, *C6H6/light petroleum or petroleum ether in yellowish-red to brick-red prisms, and forms yellow needles from ligroin.",RC01458,"2,6-Naphthaquinone (amphi-naphthaquinone, 2,6-naphthoquinone)",valid,O=C1C=CC2=CC(=O)C=CC2=C1,SLBHRPOLVUEFSG-UHFFFAOYSA-N,O=C1C=CC2=CC(=O)C=CC2=C1,SLBHRPOLVUEFSG-UHFFFAOYSA-N,1,158.156,1.117,34.14,0,2,0,0,2,0.000,0,12,84 314 547 650 940 944 967 1380 1427 1430 1873 1877,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,,Y,petroleum ether; benzene; ligroin,3,aliphatic hydrocarbon; aromatic hydrocarbon,N,N,Y,Y,N,N,N,N,N,Y,petroleum ether; benzene,heptane; cyclohexane; toluene; toluene/heptane; ligroin,benzene:red_legacy,explicit_mixed_or_pair_system,aromatic/hydrocarbon,N,,N,,N,N,N,N,N,N,N,legacy_toxic_solvent_replace,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
The dioxime,14140-02-4,C1=CC=C2C(=C1)C(=CC=C2N=O)NO,ethanol,1,EtOH.,,High,review name,"C10H8N2O2, M 188.2, crystallises in needles with m 207o(dec) from EtOH.",RC01459,The dioxime,valid,O=Nc1ccc(NO)c2ccccc12,NSDRTYGINCDIEJ-UHFFFAOYSA-N,O=Nc1ccc(NO)c2ccccc12,NSDRTYGINCDIEJ-UHFFFAOYSA-N,1,188.186,3.039,61.69,2,4,2,2,2,0.000,0,25,18 20 126 225 280 454 650 725 807 864 878 979 1035 1088 1152 1199 1224 1357 1380 1573 1662 1750 1821 1856 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,oxime,basic_amine_heterocycle,basic; multi_aromatic,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethanol; methanol; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,ethyl acetate/heptane; toluene/heptane; ethanol/water; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,1.0
1-Naphthyl acetate,830-81-9,CC(=O)OC1=CC=CC2=CC=CC=C21,ethanol,1,EtOH.,,High,,"Chromatograph the acetate on silica gel and crystallise as the 2-isomer below. The 2,4,7-trinitrofluoren-9-one complex has m 120o (from EtOH). [Beilstein 6 H 608, 6 III 2928, 6 IV 4217.] 2-Naphthyl acetate",RC01460,1-Naphthyl acetate,valid,CC(=O)Oc1cccc2ccccc12,VGKONPUVOVVNSU-UHFFFAOYSA-N,CC(=O)Oc1cccc2ccccc12,VGKONPUVOVVNSU-UHFFFAOYSA-N,1,186.210,2.765,26.30,0,2,1,2,2,0.083,0,25,271 650 695 807 1017 1035 1039 1057 1087 1088 1104 1112 1199 1357 1380 1410 1468 1573 1729 1750 1775 1855 1873 1917 1970,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,ester; multi_aromatic,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
1-Naphthylacetic acid (NAA),86-87-3,O=C(O)Cc1cccc2ccccc12,ethanol; water,2,EtOH or water.,,High,,Crystallise the acid from EtOH or water.,RC01461,1-Naphthylacetic acid (NAA),valid,O=C(O)Cc1cccc2ccccc12,PRPINYUDVPFIRX-UHFFFAOYSA-N,O=C(O)Cc1cccc2ccccc12,PRPINYUDVPFIRX-UHFFFAOYSA-N,1,186.210,2.467,37.30,1,1,2,2,2,0.083,0,24,80 325 389 459 649 650 807 914 1039 1087 1088 1104 1199 1349 1357 1380 1573 1597 1674 1737 1750 1855 1873 1917,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic; multi_aromatic,Y,ethanol; water,2,alcohol; water/aqueous,Y,Y,N,N,N,N,N,N,N,N,,ethanol; water,,aqueous_or_water_containing_system,alcohol/water,N,,N,,N,N,N,N,N,N,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
1-Naphthylamine,134-32-7,Nc1cccc2ccccc12,ethanol; petroleum ether; water,3,"petroleum ether (b 60-80o), or absolute EtOH; water",sublim,High,,"Sublime the amine at 120o in a stream of nitrogen, then crystallise it from petroleum ether (b 60-80o), or absolute EtOH then diethyl ether. | It has also been purified by crystallisation of its hydrochloride (see below) from water, followed by liberation of the free base and distillation; it is finally purified by zone melting.",RC01462,1-Naphthylamine,valid,Nc1cccc2ccccc12,RUFPHBVGCFYCNW-UHFFFAOYSA-N,Nc1cccc2ccccc12,RUFPHBVGCFYCNW-UHFFFAOYSA-N,1,143.189,2.422,26.02,1,1,0,2,2,0.000,0,17,90 494 910 1039 1087 1088 1104 1171 1199 1357 1380 1457 1573 1750 1855 1873 1878,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,chloride; hydrochloride,hydrochloride,salt_or_ionic,basic; multi_aromatic,Y,ethanol; petroleum ether; water,3,alcohol; aliphatic hydrocarbon; water/aqueous,Y,Y,Y,N,N,N,N,N,N,Y,petroleum ether,ethanol; heptane; cyclohexane; water,,aqueous_or_water_containing_system,alcohol/water,N,,N,,N,N,N,N,N,N,N,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
1-Naphthylamine hydrochloride,552-46-5,Nc1cccc2ccccc12,water,1,water (charcoal).,charcoal,High,,"Crystallise the salt from water (charcoal). [Beilstein 12 III 2849, 12 IV 3009.] 2-Naphthylamine",RC01463,1-Naphthylamine hydrochloride,valid,Nc1cccc2ccccc12,RUFPHBVGCFYCNW-UHFFFAOYSA-N,Nc1cccc2ccccc12,RUFPHBVGCFYCNW-UHFFFAOYSA-N,1,143.189,2.422,26.02,1,1,0,2,2,0.000,0,17,90 494 910 1039 1087 1088 1104 1171 1199 1357 1380 1457 1573 1750 1855 1873 1878,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,chloride; hydrochloride; salt,hydrochloride,salt_or_ionic,basic; multi_aromatic,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,N,N,Y,N,N,N,N,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
2-Naphthyl acetate,1523-11-1,CC(=O)OC1=CC2=CC=CC=C2C=C1,ethanol; water; petroleum ether,3,petroleum ether (b 60-80o) or dilute aqueous EtOH.,aqueous,High,,Distil the acetate in a high vaccum and/or crystallise it from petroleum ether (b 60-80o) or dilute aqueous EtOH.,RC01464,2-Naphthyl acetate,valid,CC(=O)Oc1ccc2ccccc2c1,RJNPPEUAJCEUPV-UHFFFAOYSA-N,CC(=O)Oc1ccc2ccccc2c1,RJNPPEUAJCEUPV-UHFFFAOYSA-N,1,186.210,2.765,26.30,0,2,1,2,2,0.083,0,24,203 322 555 598 650 695 718 807 835 875 1017 1035 1057 1087 1088 1199 1349 1380 1729 1750 1775 1855 1873 1917,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,ester; multi_aromatic,Y,ethanol; water; petroleum ether,3,alcohol; aliphatic hydrocarbon; water/aqueous,Y,Y,Y,N,N,N,N,N,N,Y,petroleum ether,ethanol; water; heptane; cyclohexane,,aqueous_or_water_containing_system,alcohol/water,N,,N,,Y,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
2-Naphthylacetic acid,581-96-4,O=C(O)Cc1ccc2ccccc2c1,water; benzene,2,water or *benzene.,,High,benzene legacy,"Crystallise the acid from water or *benzene. [Beilstein 9 H 666, 9 IV 2431.] 1-Naphthylamine",RC01465,2-Naphthylacetic acid,valid,O=C(O)Cc1ccc2ccccc2c1,VIBOGIYPPWLDTI-UHFFFAOYSA-N,O=C(O)Cc1ccc2ccccc2c1,VIBOGIYPPWLDTI-UHFFFAOYSA-N,1,186.210,2.467,37.30,1,1,2,2,2,0.083,0,24,80 203 310 322 325 389 598 650 807 875 914 1087 1088 1199 1230 1380 1387 1737 1750 1754 1822 1855 1873 1917,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic; multi_aromatic,Y,water; benzene,2,aromatic hydrocarbon; water/aqueous,Y,N,Y,Y,N,N,N,N,N,Y,benzene,water; toluene; toluene/heptane,benzene:red_legacy,aqueous_or_water_containing_system,,N,,N,,N,N,N,N,N,N,N,legacy_toxic_solvent_replace,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
2-Naphthylamine,91-59-8,C1=CC=C2C=C(C=CC2=C1)N,water; benzene; diethyl ether; petroleum ether; hexane,5,"hot water (charcoal) or *benzene.; Et2O/petroleum ether, Et2O, hexane",hot; charcoal,High,benzene legacy,"Crystallise it from hot water (charcoal) or *benzene. | Purify the alcohol by recrystallisation from Et2O/petroleum ether, Et2O, hexane [Balfe et al.",RC01466,2-Naphthylamine,valid,Nc1ccc2ccccc2c1,JBIJLHTVPXGSAM-UHFFFAOYSA-N,Nc1ccc2ccccc2c1,JBIJLHTVPXGSAM-UHFFFAOYSA-N,1,143.189,2.422,26.02,1,1,0,2,2,0.000,0,17,203 322 397 598 647 875 888 1087 1088 1168 1171 1199 1380 1457 1750 1855 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,,basic_amine_heterocycle,basic; multi_aromatic,Y,water; benzene; diethyl ether; petroleum ether; hexane,5,aliphatic hydrocarbon; aromatic hydrocarbon; ether; water/aqueous,Y,N,Y,Y,Y,N,N,N,N,Y,benzene; petroleum ether,water; toluene; toluene/heptane; diethyl ether; heptane; cyclohexane; hexane,benzene:red_legacy,aqueous_or_water_containing_system,aromatic/hydrocarbon,N,,N,,N,Y,Y,N,N,N,N,legacy_toxic_solvent_replace,ethanol; methanol; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,ethyl acetate/heptane; toluene/heptane; ethanol/water; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,1.0
��-Naphthoxyacetic acid (BNOA),120-23-0,O=C(O)COc1ccc2ccccc2c1,water; benzene; ethanol,3,hot water or *benzene.; EtOH.,hot,High,benzene legacy,"Crystallise the acid from hot water or *benzene. | The ethyl ester, m 49o, crystallises from EtOH. [Beilstein 6 IV 4274.] It has herbicide activity.",RC01467,��-Naphthoxyacetic acid (BNOA),valid,O=C(O)COc1ccc2ccccc2c1,RZCJYMOBWVJQGV-UHFFFAOYSA-N,O=C(O)COc1ccc2ccccc2c1,RZCJYMOBWVJQGV-UHFFFAOYSA-N,1,202.209,2.303,46.53,1,2,3,2,2,0.083,0,26,80 203 322 389 598 650 684 695 718 807 835 875 1087 1088 1199 1380 1440 1452 1501 1737 1750 1855 1873 1887 1917 2004,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic; multi_aromatic,Y,water; benzene; ethanol,3,alcohol; aromatic hydrocarbon; water/aqueous,Y,Y,Y,Y,N,N,N,N,N,Y,benzene,water; toluene; toluene/heptane; ethanol,benzene:red_legacy,aqueous_or_water_containing_system,alcohol/water,N,,N,,N,Y,N,N,N,N,N,legacy_toxic_solvent_replace,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
"��-Naphthoyltrifluoroacetone (4,4,4-trifluoro-2-naphthylbutan-1,3-dione)",893-33-4,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,ethanol; water,2,EtOH.; H2O or aqueous EtOH and has m 137-138o.,aqueous,High,,"Crystallise the dione from EtOH. | The mono-oxime crystallises from H2O or aqueous EtOH and has m 137-138o. [Reid & Calvin J Am Chem Soc 72 2948 1950, DOI: 10.1021/ja01163a038; Beilstein 7 IV 2478.] Naphthvalene (2,3-dihydro-1,2,3-metheno-1H-indene)",RC01468,"��-Naphthoyltrifluoroacetone (4,4,4-trifluoro-2-naphthylbutan-1,3-dione)",valid,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1,WVVLURYIQCXPIV-UHFFFAOYSA-N,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1,WVVLURYIQCXPIV-UHFFFAOYSA-N,1,266.218,3.544,34.14,0,2,3,2,2,0.143,0,30,80 114 203 218 322 490 540 598 650 679 807 875 1087 1088 1152 1199 1380 1385 1453 1503 1634 1693 1697 1750 1855 1873 1917 1928 1950 1992,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,oxime,ester_lactone_carbonyl,high_logp; multi_aromatic,Y,ethanol; water,2,alcohol; water/aqueous,Y,Y,N,N,N,N,N,N,N,N,,ethanol; water,,aqueous_or_water_containing_system,alcohol/water,N,,N,,Y,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
1-Naphthyl isocyanate,86-84-0,O=C=Nc1cccc2ccccc12,petroleum ether,1,petroleum ether (b 60-70o) at low temperature.,,High,,It can be crystallised from petroleum ether (b 60-70o) at low temperature.,RC01469,1-Naphthyl isocyanate,valid,O=C=Nc1cccc2ccccc12,BDQNKCYCTYYMAA-UHFFFAOYSA-N,O=C=Nc1cccc2ccccc12,BDQNKCYCTYYMAA-UHFFFAOYSA-N,1,169.183,2.807,29.43,0,2,1,2,2,0.000,0,23,18 64 481 507 650 674 725 968 1016 1039 1087 1088 1104 1199 1357 1378 1380 1573 1684 1750 1855 1873 1891,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,moderate_aromatic_neutral,multi_aromatic,Y,petroleum ether,1,aliphatic hydrocarbon,N,N,Y,N,N,N,N,N,N,Y,petroleum ether,heptane; cyclohexane,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethanol; methanol; acetone; ethyl acetate; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; methanol/water; toluene/heptane,1.0
1-Naphthyl urea,6950-84-1,C1=CC=C2C(=C1)C=CC=C2NC(=O)N,ethanol,1,EtOH (m 213- 214o also 215o).,,High,,"Crystallise the urea from EtOH (m 213- 214o also 215o). [Beilstein 12 H 1238, 12 IV 3076.] 2-Naphthyl urea",RC01470,1-Naphthyl urea,valid,NC(=O)Nc1cccc2ccccc12,FVSUYFWWFUVGRG-UHFFFAOYSA-N,NC(=O)Nc1cccc2ccccc12,FVSUYFWWFUVGRG-UHFFFAOYSA-N,1,186.214,2.330,55.12,2,1,1,2,2,0.000,0,24,140 540 650 807 944 1039 1087 1088 1104 1152 1171 1199 1224 1357 1380 1387 1526 1573 1696 1750 1816 1855 1873 1917,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,amide_urea_imide_like,amide_urea_imide; multi_aromatic,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethanol; methanol; water; ethanol/water 90:10; acetone; ethyl acetate; acetonitrile; ethanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; ethyl acetate/heptane; acetone/heptane,1.0
2-(2-Naphthyloxy)ethanol,93-20-9,C1=CC=C2C=C(C=CC2=C1)OCCO,petroleum ether; benzene,2,*benzene/petroleum ether.,,High,benzene legacy,Crystallise it from *benzene/petroleum ether.,RC01471,2-(2-Naphthyloxy)ethanol,valid,OCCOc1ccc2ccccc2c1,BQPBZDSDFCDSAO-UHFFFAOYSA-N,OCCOc1ccc2ccccc2c1,BQPBZDSDFCDSAO-UHFFFAOYSA-N,1,188.226,2.211,29.46,1,2,3,2,2,0.167,0,24,13 80 203 222 322 473 598 695 718 807 835 875 1034 1087 1088 1160 1199 1369 1380 1452 1501 1750 1855 1873,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,phenol_alcohol,multi_aromatic,Y,petroleum ether; benzene,2,aliphatic hydrocarbon; aromatic hydrocarbon,N,N,Y,Y,N,N,N,N,N,Y,petroleum ether; benzene,heptane; cyclohexane; toluene; toluene/heptane,benzene:red_legacy,explicit_mixed_or_pair_system,aromatic/hydrocarbon,N,,N,,N,N,N,N,N,N,N,legacy_toxic_solvent_replace,ethanol; methanol/water 90:10; ethanol/water 90:10; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; water if polar,ethanol/water; methanol/water; ethyl acetate/heptane; toluene/heptane; acetone/heptane,1.0
