name,smiles,role,reaction_types,notes,input_smiles,featurization_success,featurization_error,canonical_smiles,valid_smiles,motif_count,motifs,unique_motif_count,unique_motifs,grouped_motifs_json,ranked_motifs,analysis_count,aryl_analysis_json
Pentamethylbromobenzene,Brc1c(C)c(C)c(C)c(C)c1C,electrophile,Suzuki-Miyaura,Extremely sterically hindered; all positions substituted,Brc1c(C)c(C)c(C)c(C)c1C,True,,Cc1c(C)c(C)c(Br)c(C)c1C,True,6,Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,2,Ar-Br;Ar-Alkyl,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 5, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 3, ""bond"": [3, 3]}, {""a_atom_idx"": 5, ""b_atom_idx"": 5, ""bond"": [5, 5]}, {""a_atom_idx"": 7, ""b_atom_idx"": 7, ""bond"": [7, 7]}, {""a_atom_idx"": 9, ""b_atom_idx"": 9, ""bond"": [9, 9]}, {""a_atom_idx"": 11, ""b_atom_idx"": 11, ""bond"": [11, 11]}], ""undocumented"": false}]",Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Iodo-N-Boc-aniline,Ic1ccc(NC(=O)OC(C)(C)C)cc1,electrophile,Suzuki-Miyaura,BOC-protected aniline,Ic1ccc(NC(=O)OC(C)(C)C)cc1,True,,CC(C)(C)OC(=O)Nc1ccc(I)cc1,True,3,Ar-I;Ar-N*;Alkyl-O*,3,Ar-I;Ar-N*;Alkyl-O*,"[{""compound_id"": ""Ar-I"", ""count"": 1, ""rank_score"": 634.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-N*"", ""count"": 1, ""rank_score"": 101.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-O*"", ""count"": 1, ""rank_score"": 89.0, ""sites"": [{""a_atom_idx"": 9, ""b_atom_idx"": 8, ""bond"": [8, 9]}], ""undocumented"": false}]",Ar-I;Ar-N*;Alkyl-O*,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromo-N-Cbz-aniline,Brc1ccc(NC(=O)OCc2ccccc2)cc1,electrophile,Suzuki-Miyaura,CBZ-protected aniline,Brc1ccc(NC(=O)OCc2ccccc2)cc1,True,,O=C(Nc1ccc(Br)cc1)OCc1ccccc1,True,4,Ar-Br;Ar-Alkyl;Ar-N*;Alkyl-O*,4,Ar-Br;Ar-Alkyl;Ar-N*;Alkyl-O*,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 1, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 9, ""b_atom_idx"": 9, ""bond"": [9, 9]}], ""undocumented"": false}, {""compound_id"": ""Ar-N*"", ""count"": 1, ""rank_score"": 101.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-O*"", ""count"": 1, ""rank_score"": 89.0, ""sites"": [{""a_atom_idx"": 9, ""b_atom_idx"": 8, ""bond"": [8, 9]}], ""undocumented"": false}]",Ar-Br;Ar-Alkyl;Ar-N*;Alkyl-O*,4,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 2}, ""ring_sizes"": [6]}"
4-Chloro-N-Fmoc-aniline,Clc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)cc1,electrophile,Suzuki-Miyaura,FMOC-protected aniline with fluorenyl group,Clc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)cc1,True,,O=C(Nc1ccc(Cl)cc1)OCC1c2ccccc2-c2ccccc21,True,5,Ar-Cl;Ar-Alkyl;Ar-Ar;Ar-N*;Alkyl-O*,5,Ar-Cl;Ar-Alkyl;Ar-Ar;Ar-N*;Alkyl-O*,"[{""compound_id"": ""Ar-Cl"", ""count"": 1, ""rank_score"": 477.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 1, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 10, ""b_atom_idx"": 10, ""bond"": [10, 10]}], ""undocumented"": false}, {""compound_id"": ""Ar-Ar"", ""count"": 1, ""rank_score"": 166.0, ""sites"": [{""a_atom_idx"": 17, ""b_atom_idx"": 17, ""bond"": [17, 17]}], ""undocumented"": false}, {""compound_id"": ""Ar-N*"", ""count"": 1, ""rank_score"": 101.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-O*"", ""count"": 1, ""rank_score"": 89.0, ""sites"": [{""a_atom_idx"": 9, ""b_atom_idx"": 8, ""bond"": [8, 9]}], ""undocumented"": false}]",Ar-Cl;Ar-Alkyl;Ar-Ar;Ar-N*;Alkyl-O*,5,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}"
4-Bromo-TBS-phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,electrophile,Suzuki-Miyaura,TBS-protected phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,True,,CC(C)(C)[Si](C)(C)Oc1ccc(Br)cc1,True,3,Ar-Br;Alkyl-Si*;Ar-O*,3,Ar-Br;Alkyl-Si*;Ar-O*,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-Si*"", ""count"": 1, ""rank_score"": 316.0, ""sites"": [{""a_atom_idx"": 7, ""b_atom_idx"": 6, ""bond"": [6, 7]}], ""undocumented"": false}, {""compound_id"": ""Ar-O*"", ""count"": 1, ""rank_score"": 101.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Alkyl-Si*;Ar-O*,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Iodo-TIPS-phenol,Ic1ccc(O[Si](C(C)C)(C(C)C)C(C)C)cc1,electrophile,Suzuki-Miyaura,TIPS-protected phenol,Ic1ccc(O[Si](C(C)C)(C(C)C)C(C)C)cc1,True,,CC(C)[Si](Oc1ccc(I)cc1)(C(C)C)C(C)C,True,3,Ar-I;Alkyl-Si*;Ar-O*,3,Ar-I;Alkyl-Si*;Ar-O*,"[{""compound_id"": ""Ar-I"", ""count"": 1, ""rank_score"": 634.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-Si*"", ""count"": 1, ""rank_score"": 316.0, ""sites"": [{""a_atom_idx"": 7, ""b_atom_idx"": 6, ""bond"": [6, 7]}], ""undocumented"": false}, {""compound_id"": ""Ar-O*"", ""count"": 1, ""rank_score"": 101.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-I;Alkyl-Si*;Ar-O*,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromonitrobenzene,Brc1ccc([N+](=O)[O-])cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Strong electron-withdrawing nitro group,Brc1ccc([N+](=O)[O-])cc1,True,,O=[N+]([O-])c1ccc(Br)cc1,True,2,Ar-Br;Ar-NO2,2,Ar-Br;Ar-NO2,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-N*"", ""Ar-NR2""], ""compound_id"": ""Ar-NO2"", ""count"": 1, ""rank_score"": 408.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Ar-NO2,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Chlorobenzonitrile,Clc1ccc(C#N)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Strong electron-withdrawing nitrile group,Clc1ccc(C#N)cc1,True,,N#Cc1ccc(Cl)cc1,True,2,Ar-Cl;Ar-CN,2,Ar-Cl;Ar-CN,"[{""compound_id"": ""Ar-Cl"", ""count"": 1, ""rank_score"": 477.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-CN"", ""count"": 1, ""rank_score"": 372.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Cl;Ar-CN,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"4-Bromo-N,N-dimethylaniline",Brc1ccc(N(C)C)cc1,electrophile,Suzuki-Miyaura,Strong electron-donating dialkylamino group,Brc1ccc(N(C)C)cc1,True,,CN(C)c1ccc(Br)cc1,True,3,Ar-Br;Ar-NR2;CH3-NR2,3,Ar-Br;Ar-NR2;CH3-NR2,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-N*""], ""compound_id"": ""Ar-NR2"", ""count"": 1, ""rank_score"": 154.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-N*"", ""Alkyl-NR2""], ""compound_id"": ""CH3-NR2"", ""count"": 1, ""rank_score"": 148.0, ""sites"": [{""a_atom_idx"": 6, ""b_atom_idx"": 5, ""bond"": [5, 6]}], ""undocumented"": false}]",Ar-Br;Ar-NR2;CH3-NR2,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Iodoanisole,Ic1ccc(OC)cc1,electrophile,Suzuki-Miyaura,Strong electron-donating methoxy group,Ic1ccc(OC)cc1,True,,COc1ccc(I)cc1,True,2,Ar-I;Ar-OR,2,Ar-I;Ar-OR,"[{""compound_id"": ""Ar-I"", ""count"": 1, ""rank_score"": 634.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OR"", ""Ar-O*"", ""CH3-OR""], ""compound_id"": ""Ar-OR"", ""count"": 1, ""rank_score"": 280.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-I;Ar-OR,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
2-Bromophenyl diphenylphosphine,Brc1ccccc1P(c2ccccc2)c2ccccc2,bifunctional,Suzuki-Miyaura,Ortho-phosphine for ligand synthesis; note: not itself a bidentate chelator,Brc1ccccc1P(c2ccccc2)c2ccccc2,True,,Brc1ccccc1P(c1ccccc1)c1ccccc1,True,2,Ar-Br;Ar-PR2,2,Ar-Br;Ar-PR2,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-P*""], ""compound_id"": ""Ar-PR2"", ""count"": 1, ""rank_score"": 202.0, ""sites"": [{""a_atom_idx"": 6, ""b_atom_idx"": 7, ""bond"": [6, 7]}], ""undocumented"": false}]",Ar-Br;Ar-PR2,2,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}"
Phenylalanine,NC(Cc1ccccc1)C(=O)O,nucleophile,Peptide coupling,Amino acid with bidentate chelating ability; chiral_center_count=1,NC(Cc1ccccc1)C(=O)O,True,,NC(Cc1ccccc1)C(=O)O,True,4,R2CH-COOH;R2CH-NH2;R_acidic-H;Ar-Alkyl,4,R2CH-COOH;R2CH-NH2;R_acidic-H;Ar-Alkyl,"[{""alt_compound_ids"": [""Alkyl-COOH""], ""compound_id"": ""R2CH-COOH"", ""count"": 1, ""rank_score"": 453.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 9, ""bond"": [1, 9]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-N*"", ""Alkyl-NH2""], ""compound_id"": ""R2CH-NH2"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-H""], ""compound_id"": ""R_acidic-H"", ""count"": 1, ""rank_score"": 380.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 14, ""bond"": [1, 9]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 1, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 2, ""bond"": [2, 2]}], ""undocumented"": false}]",R2CH-COOH;R2CH-NH2;R_acidic-H;Ar-Alkyl,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Triphenylphosphine,c1ccc(P(c2ccccc2)c2ccccc2)cc1,ligand,Various cross-couplings,Common phosphine ligand,c1ccc(P(c2ccccc2)c2ccccc2)cc1,True,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,True,1,Ar-PR2,1,Ar-PR2,"[{""alt_compound_ids"": [""Ar-P*""], ""compound_id"": ""Ar-PR2"", ""count"": 1, ""rank_score"": 202.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 4, ""bond"": [3, 4]}], ""undocumented"": false}]",Ar-PR2,1,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}"
"1,8-Bis(dimethylphosphino)naphthalene",c1ccc2c(c1)c(P(C)C)ccc2P(C)C,ligand,Various cross-couplings,Bidentate phosphine ligand (note: current SMARTS doesn't capture P-P bidentate pattern),c1ccc2c(c1)c(P(C)C)ccc2P(C)C,True,,CP(C)c1ccc(P(C)C)c2ccccc12,True,2,Ar-PR2;Ar-PR2,1,Ar-PR2,"[{""alt_compound_ids"": [""Alkyl-P*"", ""Alkyl-PR2"", ""Ar-P*""], ""compound_id"": ""Ar-PR2"", ""count"": 2, ""rank_score"": 202.0, ""sites"": [{""a_atom_idx"": 6, ""b_atom_idx"": 7, ""bond"": [6, 7]}, {""a_atom_idx"": 12, ""b_atom_idx"": 13, ""bond"": [12, 13]}], ""undocumented"": false}]",Ar-PR2;Ar-PR2,2,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 2}, ""ring_sizes"": [6]}"
Ethane,CC,reference,,MW=30; low molecular weight test,CC,True,,CC,True,1,Alkyl-H,1,Alkyl-H,"[{""compound_id"": ""Alkyl-H"", ""count"": 1, ""rank_score"": 305.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 2, ""bond"": [0, 2]}], ""undocumented"": false}]",Alkyl-H,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Anthracene,c1ccc2cc3ccccc3cc2c1,reference,,MW=178; medium molecular weight; fused rings,c1ccc2cc3ccccc3cc2c1,True,,c1ccc2cc3ccccc3cc2c1,True,1,Ar-H,1,Ar-H,"[{""compound_id"": ""Ar-H"", ""count"": 1, ""rank_score"": 317.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 14, ""bond"": [0, 14]}], ""undocumented"": false}]",Ar-H,1,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}"
Coronene,c1ccc2cc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,reference,,MW=300; large polycyclic aromatic (note: not high_molecular_weight which requires MW>500),c1ccc2cc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,True,,c1cc2cc3ccc4ccc5ccc6ccc(c1)c1c-2c3c4c5c61,True,1,Ar-Ar,1,Ar-Ar,"[{""compound_id"": ""Ar-Ar"", ""count"": 1, ""rank_score"": 166.0, ""sites"": [{""a_atom_idx"": 19, ""b_atom_idx"": 19, ""bond"": [19, 19]}], ""undocumented"": false}]",Ar-Ar,1,"{""aromatic_ring_count"": 7, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""5"": 1, ""6"": 5, ""7"": 1}, ""ring_sizes"": [5, 6, 7]}"
2-Bromonaphthalene,Brc1ccc2ccccc2c1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Fused bicyclic aromatic system,Brc1ccc2ccccc2c1,True,,Brc1ccc2ccccc2c1,True,1,Ar-Br,1,Ar-Br,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}]",Ar-Br,1,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 2}, ""ring_sizes"": [6]}"
9-Chloroanthracene,Clc1ccc2c3ccccc3ccc2c1,electrophile,Suzuki-Miyaura,Tricyclic fused aromatic system,Clc1ccc2c3ccccc3ccc2c1,True,,Clc1ccc2c(ccc3ccccc32)c1,True,1,Ar-Cl,1,Ar-Cl,"[{""compound_id"": ""Ar-Cl"", ""count"": 1, ""rank_score"": 477.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}]",Ar-Cl,1,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}"
Spiro[5.5]undecane,C1CCC2(CC1)CCCC2,reference,,Spirocyclic aliphatic system,C1CCC2(CC1)CCCC2,True,,C1CCC2(CC1)CCCC2,True,1,Alkyl-H,1,Alkyl-H,"[{""compound_id"": ""Alkyl-H"", ""count"": 1, ""rank_score"": 305.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 10, ""bond"": [0, 10]}], ""undocumented"": false}]",Alkyl-H,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
"6-Bromo-spiro[chroman-2,1'-cyclohexane]",Brc1ccc2c(c1)C1(CCCC1)CCCC2,electrophile,Suzuki-Miyaura,Spirocyclic with aryl bromide,Brc1ccc2c(c1)C1(CCCC1)CCCC2,True,,Brc1ccc2c(c1)C1(CCCC2)CCCC1,True,3,Ar-Br;Ar-Alkyl;Ar-Alkyl,2,Ar-Br;Ar-Alkyl,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 2, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 15, ""b_atom_idx"": 15, ""bond"": [15, 15]}, {""a_atom_idx"": 7, ""b_atom_idx"": 7, ""bond"": [7, 7]}], ""undocumented"": false}]",Ar-Br;Ar-Alkyl;Ar-Alkyl,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
(S)-Alanine,C[C@H](N)C(=O)O,nucleophile,Peptide coupling,Chiral amino acid; chiral_center_count=1,C[C@H](N)C(=O)O,True,,C[C@H](N)C(=O)O,True,3,R2CH-COOH;R2CH-NH2;R_acidic-H,3,R2CH-COOH;R2CH-NH2;R_acidic-H,"[{""alt_compound_ids"": [""Alkyl-COOH""], ""compound_id"": ""R2CH-COOH"", ""count"": 1, ""rank_score"": 453.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 3, ""bond"": [1, 3]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-N*"", ""Alkyl-NH2""], ""compound_id"": ""R2CH-NH2"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [1, 2]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-H""], ""compound_id"": ""R_acidic-H"", ""count"": 1, ""rank_score"": 380.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 9, ""bond"": [1, 3]}], ""undocumented"": false}]",R2CH-COOH;R2CH-NH2;R_acidic-H,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
"(2R,3R)-Butane-2,3-diol",C[C@H](O)[C@H](C)O,reference,,Two chiral centers; chiral_center_count=2,C[C@H](O)[C@H](C)O,True,,C[C@H](O)[C@H](C)O,True,2,R2CH-OH;R2CH-OH,1,R2CH-OH,"[{""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OH""], ""compound_id"": ""R2CH-OH"", ""count"": 2, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [1, 2]}, {""a_atom_idx"": 3, ""b_atom_idx"": 5, ""bond"": [3, 5]}], ""undocumented"": false}]",R2CH-OH;R2CH-OH,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
"(1R,3R,5S)-1,3,5-Trimethylcyclohexane",C[C@H]1CC[C@@H](C)C[C@H]1C,reference,,Three chiral centers; chiral_center_count=3,C[C@H]1CC[C@@H](C)C[C@H]1C,True,,C[C@@H]1CC[C@H](C)[C@H](C)C1,True,1,Alkyl-H,1,Alkyl-H,"[{""compound_id"": ""Alkyl-H"", ""count"": 1, ""rank_score"": 305.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 9, ""bond"": [0, 9]}], ""undocumented"": false}]",Alkyl-H,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
