source_reaction_type,reactive_site_1_display_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_2_display_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,yield_pct,z_score,condition_recipe_id,condition_display,temperature_c,time_h,concentration_m,atmosphere,condition_identity_uncertainty,procedure_text
Suzuki-Miyaura,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,3.81,-1.13,RCR1:5926868665c255ed3b05d9d727476ede4d1fba8d66e29391b89b35a67ca425cc,XPhos Pd G2 [catalyst]; XPhos [ligand]; NaHCO3 [base]; EtOH [solvent]; water [solvent],,,,,false,unknown time/temp
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Cl,LG|Ar|Cl,,,,10.44,-1.47,RCR1:576f0d7f98f383fbf94c1d4574004143b0dc89e169ef6c4528e7af4e318fe727,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Cs2CO3 [base]; PhMe [solvent],25,4,,,true,4 h at 25 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,82.42,0.86,RCR1:42fdbc2114b5852af5c52320fca94f8be8e10c196c7be98236e8f8ce921ae4da,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Cs2CO3 [base]; PhMe [solvent],25,20,,,true,20 h at 25 °C
Buchwald-Hartwig,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,Ar–Br,LG|Ar|Br,,,,36.15,-0.43,RCR1:b311030b55ca1674d338a521a607f941367f0fabca3b43f440ac56dcb00889dd,RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; Na2CO3 [base]; PhMe [solvent],25,25,,,true,25 h at 25 °C
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Br,LG|Ar|Br,,,,0,-0.43,RCR1:fc6d8d163bf5d867d0e012c447b301ec8ba66f3ed83a9af033b354df0c5ed4c8,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Cs2CO3 [base]; PhMe [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,2.45,-1.45,RCR1:f4e1955572d99038e37c2cd7e1d1b5c413b0a74440d0347e0fce47383df6fb9a,RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; Na2CO3 [base]; PhMe [solvent],25,24,,,true,24 h at 25 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,72.81,1.01,RCR1:aa3b19e4de7bffb8e4baba6ed4b5277ffc951d29d65c732d1bb230b61085653b,RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; Cs2CO3 [base]; PhMe [solvent],25,21,,,true,21 h at 25 °C
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Br,LG|Ar|Br,,,,0,-0.88,RCR1:ff32c06ae04dfb6fdfe853b630d0f79cc651e9f9b2846740d707b867e9baf88d,[Pd(allyl)(Ph-DavePhos)]OTf [catalyst]; Ph-DavePhos [ligand]; KHMDS [base]; THF [solvent],,,,,true,
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.39,RCR1:fc6d8d163bf5d867d0e012c447b301ec8ba66f3ed83a9af033b354df0c5ed4c8,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Cs2CO3 [base]; PhMe [solvent],,,,,true,
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.39,RCR1:f45747c195ed0094dd2e5f9f8301213bd3e7d4336cdd8e2379a2d5eae1d229a9,MorDalphos Pd G3 [catalyst]; MorDalphos [ligand]; LiHMDS [base]; MeTHF [solvent],,,,,true,
Buchwald-Hartwig,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,Ar–Cl,LG|Ar|Cl,,,,11.79,-0.47,RCR1:eaef75aa87ba5873b23f902d2e0e565e24903f43948ede2f8f7fd1709afe6788,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Na2CO3 [base]; PhMe [solvent],25,21,,,true,21 h at 25 °C
Buchwald-Hartwig,Ar¹Ar²–NH,"XH|N|H1|Ar,Ar",secondary,,,Ar–Br,LG|Ar|Br,,,,58.88,2.05,RCR1:1105da28565270e782821604a2b699e3cc7f7eea9bfcce0895a7afb46cf695d9,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Cs2CO3 [base]; PhMe [solvent],25,21,,,true,21 h at 25 °C
Buchwald-Hartwig,Lactam,,,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.46,RCR1:ff93f082fab3d1328bc7bc4ad630e5b200a86cd2f39650b982951350be18683d,CyJohnPhos Pd G3 [catalyst]; CyJohnPhos [ligand]; Cs2CO3 [base]; PhMe [solvent],,,,,true,
Buchwald-Hartwig,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,Ar–Br,LG|Ar|Br,,,,13.2,-0.17,RCR1:42fdbc2114b5852af5c52320fca94f8be8e10c196c7be98236e8f8ce921ae4da,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Cs2CO3 [base]; PhMe [solvent],25,20,,,true,20 h at 25 °C
Condensation,Lactam,,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,34.64,0.2,RCR1:cfa1ca06c3e73775d456b9a0989d9314cc5213626cb2c807197816260288aa6b,No ligand; LiHMDS [base]; PhMe [solvent]; COMU [coupling_reagent],25,14,,,false,14 h at 25 °C
Condensation,Lactam,,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,25.31,-0.46,RCR1:50b9e0523ae5c176ba9ce248612f46f1f0b47779847d7ab823ea27816768328a,No ligand; LiOtBu [base]; TBME [solvent]; pyBOP [coupling_reagent],25,15,,,true,15 h at 25 °C
Condensation,Lactam,,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,46.08,1,RCR1:4b6afacaf9dc60e5f14ef749f8ff655ad1cbb1678512e4937cae02b537d93005,No ligand; KOtPent [base]; iPrOAc [solvent]; pyBOP [coupling_reagent],25,18,,,true,18 h at 25 °C
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,0,-0.39,RCR1:1670103c26b5e266b737c4f19f9805ef16210f5481a72c2f58cd1c4dc32fe716,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; K3PO4 [base]; iPrOAc [solvent]; water [solvent],,,,,true,
CO-Coupling,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Ar–Br,LG|Ar|Br,,,,0.42,-0.72,RCR1:aace2ac461a350667d79c4ce847592eb10b67efa564356a659b1b16f11a668ba,[Pd(allyl)(RockPhos)]OTf [catalyst]; RockPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],25,18,,,true,18 h at 25 °C
CO-Coupling,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Ar–Br,LG|Ar|Br,,,,8.62,0.55,RCR1:c5e6f5970944d71c8e1ff6a1c9f882d3d5b26c22452e0b75928a48b2f041826d,"CuI [catalyst]; N,N-Dimethylethylenediamine [ligand]; LiHMDS [base]; Dioxane [solvent]",100,7,,,true,7 h at 100 °C
CO-Coupling,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Ar–Br,LG|Ar|Br,,,,0,-0.79,RCR1:519dd461f395d9fe2e284cad80cd7a7115e31cd2b5372045a2f76cfd1208730c,Copper(II)acetate [catalyst]; NN-Dibenzyloxamide [ligand]; K2HPO4 [base]; DMF [solvent],,,,,true,
CO-Coupling,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Ar–Br,LG|Ar|Br,,,,18.77,2.12,RCR1:509236e2886ddb9a4bcd6ec90ccb5461fff11c53e4ad45901f5e42dfe8da89ab,Copper(II)acetate [catalyst]; diphenethyloxamide [ligand]; K3PO4 [base]; Dioxane [solvent]; water [additive],25,24,,,true,24 h at 25 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,39.8,0.4,RCR1:02353ff7b9a0c1b2d818fbc9113cc53d97ccb1b5811de6ddcb908a7ae790e72b,MorDalphos Pd G3 [catalyst]; MorDalphos [ligand]; Cs2CO3 [base]; PhMe [solvent],25,14,,,true,14 h at 25 °C
Wittig,R2CO,,,,,RCH2PPh3X,,,,,14.56,-2.73,RCR1:02f714241fdd6960a08fe0da1f66e2c56ad7a2a1798d22b8f532c2ad85fba7f0,No ligand; KHMDS [base]; THF [solvent],25,0.17,,,false,0.17 h at 25 °C
Wittig,RCH2PPh3X,,,,,R2CO,,,,,0,-0.4,RCR1:3ead4591904d2f46d9955a27137dd853f0104d87910b8e40dae04a33054f7941,No ligand; KHMDS [base]; MeTHF [solvent],,,,,false,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.46,RCR1:e955c6975612a05e58026e2c9a1dc057870e5ce76ebb7493f736521c489d7721,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent]; water [additive],,,,,true,
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Br,LG|Ar|Br,,,,17.65,-0.27,RCR1:3657dc8da033137ab2f213f19d7798db511cfff56e1d643243efabb3970b6b2d,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; Dioxane [solvent]; water [additive],80,2,,,true,2 h at 80 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,3.3,-1.02,RCR1:c349522f7cf4b3af282afa6c2452ce5f012440d25579ac3b211726963a1ddf46,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; Na2CO3 [base]; anisole [solvent]; water [solvent],25,22,,,true,22 h at 25 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–Br,LG|Ar|Br,,,,0,-0.47,RCR1:709c75e885a3bc5e857be11d57cb88cc6f9544c6da2447a2d222195793d11b4e,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; K3PO4 [base]; NMI [base]; NMP [solvent]; KOPiv [additive],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.45,RCR1:18a865a2bb3c6c3c85f720d343cff05c232660203c3b1443624e9fc5f21c38c2,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent]; water [additive],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,93.45,1.53,RCR1:bf2109aca115c9d6102363007087ac2475e9d8bd04fc537f4d579d9e34f81fc5,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; NaOtBu [base]; MeTHF [solvent],60,1,,,true,1 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.99,RCR1:c0864427f6d9a96487e2aa70dd35d590b974e5c982d476cd38da3cd65a9804e3,dppfPdCl2 [catalyst]; dppf [ligand]; KOtBu [base]; TBME [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,67.58,0.83,RCR1:bf7812c065ce20d655f2b6c3f0fd417f2040a047ec464f51d8486a7b58e956fc,XantPhosPdCl2 [catalyst]; XantPhos [ligand]; NaOtBu [base]; cyclohexane [solvent]; MeTHF [solvent],50,1,,,true,1 h at 50 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,Lactam,,,,,0,-0.53,RCR1:4aa58f3e0c325062831bb6dd379faeec512a036538fc8c3d97ac780557b7fcd7,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; Cs2CO3 [base]; Dioxane [solvent],,,,,true,
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,26.89,-0.66,RCR1:433061f4bac42d4c77f49c9c874157c7316a5540d36d99915865b901112a5c92,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Na2CO3 [base]; iPrOAc [solvent]; water [solvent],60,2,,,true,2 h at 60 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,55.9,0.59,RCR1:433061f4bac42d4c77f49c9c874157c7316a5540d36d99915865b901112a5c92,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Na2CO3 [base]; iPrOAc [solvent]; water [solvent],60,2,,,true,2 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R2CNR,,,,,4.61,-0.17,RCR1:852c10415ca99a9f804f44fb97f8fd13bd12cd0872d26bfa6bf84e8b13061932,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; NaOtBu [base]; PhMe [solvent],80,17,,,true,17 h at 80 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,75.91,0.65,RCR1:cd8471b1492b7654ad3a37db112837626219e32dda01491bb5b43a4f545a55d6,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K3PO4 [base]; MeTHF [solvent]; water [solvent],80,20,,,true,20 h at 80 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,0,-1.19,RCR1:183c1fcb2359fefd9e3691a554123857ed7e56ecb75bde043ae8e97b6dfc390e,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; Cs2CO3 [base]; MeOH [solvent]; water [additive],,,,,true,
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,25.92,-0.36,RCR1:31b265789cef262394158d46be448cb96299a88c91af0b2e328bd98348c161d9,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; K3PO4 [base]; MeTHF [solvent]; water [solvent],60,20,,,true,20 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,2.65,-0.73,RCR1:a17683b11b3178e3991a2c11424392dad35ba9d0f50ca2c24b9c654c99932908,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; Dioxane [solvent]; water [solvent],80,11,,,true,11 h at 80 °C
CH-Activation,Ar–H,CH|ArH,,,,alkyne,PI|Alkyne,,,,0,-1.01,RCR1:318fa5e8cd1715755ebc8eaee851a9efc29c8dc05fff7d01f685c7eb1d698a02,(Ru(p-cymene)Cl2)2 [catalyst]; No ligand; DMAc [solvent]; KPF6 [additive],,,,,true,
CH-Activation,Ar–H,CH|ArH,,,,alkyne,PI|Alkyne,,,,32.29,0.31,RCR1:64e298482f25d950c2793e966fd6b7174f407eaf23839f6e95a3cdbdb5a0c74d,(Ru(p-cymene)Cl2)2 [catalyst]; No ligand; MeOH [solvent]; water [solvent]; HFIP [additive]; KOAc [additive],80,18,,,true,18 h at 80 °C
CH-Activation,Ar–H,CH|ArH,,,,alkyne,PI|Alkyne,,,,28.04,0.14,RCR1:e60b3f66cf5c9a91b2614450fd0078100600dc602f203d4c6541dd8320a2963e,"(Ru(p-cymene)Cl2)2, Copper(II)acetate [catalyst]; No ligand; cyclohexane [solvent]; HFIP [additive]",80,21.5,,,true,21.5 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,11.3,-1.52,RCR1:ee14f9517870d90d1ee87218126b742df49af5229c7537ac6ea11b37f8053224,"Cu2O [catalyst]; 1,10-Phenanthroline [ligand]; DBU [base]; BuOH [solvent]; DMSO [solvent]",105,21.5,,,true,21.5 h at 105 °C
CH-Activation,Ar–H,CH|ArH,,,,alkyne,PI|Alkyne,,,,1.62,-0.95,RCR1:e9e55008c8ea5f2189d40f14d7237843517ec6aa8e14625a083750f7ac24e855,(Ru(p-cymene)Cl2)2 [catalyst]; No ligand; chlorobenzene [solvent]; HFIP [additive],80,22.5,,,true,22.5 h at 80 °C
CH-Activation,Ar–H,CH|ArH,,,,alkyne,PI|Alkyne,,,,59.73,1.44,RCR1:cdc650dd4b55ae50227aa14eb4b4c9d07865a44063efc79a4e51d50bb20cb1fb,(Ru(p-cymene)Cl2)2 [catalyst]; No ligand; chlorobenzene [solvent]; HFIP [additive],80,24,,,true,24 h at 80 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,0,-0.29,RCR1:c52479e46f28f7dcf993ad9e9f5e80a55e34733ce30c2011c4ac1db7f3ab55b7,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent]; water [additive],,,,,false,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,82.03,1.69,RCR1:dd777e695443d926294cf2bc0d882784b74fc1ae71dd7066db4b9d582be44290,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],60,3,,,false,3 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,66.17,1.11,RCR1:57a993ac59ae71e4a828e01609e85917ed3881717916cc13b32d13c6292a3561,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],60,5.75,,,true,5.75 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,28.75,-0.55,RCR1:f4c6fe6fd250adcea6d4b6730edcc710ba06f9052bd4e9b17153f57e0d70a3e4,"rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; KHMDS, NMM [base]; PhMe [solvent]",60,2,,,true,2 h at 60 °C
SNAr,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Lactam,,,,,0,-0.66,RCR1:d0463e42245001a2d357c396dcd11b64cbf4a2ddde789642b5e2cc506ec02f12,No ligand; DBU [base]; DMAc [solvent]; PyClOP [coupling_reagent],,,,,false,
SNAr,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Lactam,,,,,29.11,1.85,RCR1:fa4ef042c2b8f7a59627c95e58c63ce9823a4d55d34d45c2416a218127ecc978,No ligand; DBU [base]; NaOtBu [base]; iPrOAc [solvent]; PyClOP [coupling_reagent],30,0.08,,,false,0.08 h at 30 °C
Suzuki-Miyaura,Ar–I,LG|Ar|I,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,32.05,0.69,RCR1:14e516f6df22de3e4f485e63ef1108542560f8945de863e1f99b9106136818c6,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; Cs2CO3 [base]; iPrOAc [solvent]; water [additive],,,,,true,"0.6 h at 40 °C, then 18.4 h at 60 °C"
Suzuki-Miyaura,Ar–I,LG|Ar|I,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,6.2,-0.73,RCR1:7f0cbc9a43ff18f0f4444d2296047c1b03f6ca30758b197cc5d8df7ac1e42b5e,dppfPdCl2 [catalyst]; dppf [ligand]; Cs2CO3 [base]; Dioxane [solvent]; water [additive],40,1,,,true,1 h at 40 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,6.03,-0.63,RCR1:42ffd8e617d0b242c1b570e62f7382c01abce52639aaa7b100aa792a881488d1,rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; LiHMDS [base]; PhMe [solvent],80,2,,,true,2 h at 80 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,59.22,1.04,RCR1:a0adfcdd7fb594aa7b7d2777e1a49937fbfe283e0dd435c28eec4872cfe0503f,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; LiHMDS [base]; PhMe [solvent],80,2,,,true,2 h at 80 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-1.15,RCR1:d2bd61d0363414030fefd52a7da6a4a9be49c14e199e77b904f0803209386387,rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; NaOtBu [base]; tAmOH [solvent],,,,,true,
Buchwald-Hartwig,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,Ar–Br,LG|Ar|Br,,,,0,-0.4,RCR1:d2bd61d0363414030fefd52a7da6a4a9be49c14e199e77b904f0803209386387,rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; NaOtBu [base]; tAmOH [solvent],,,,,true,
Condensation,R–Cl,LG|Alkyl|Cl,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,9.41,-1.02,RCR1:bafdc21a8603e5037607e6b691ac5143d472fc8459a67ee25636d133268a7435,No ligand; K3PO4 [base]; MeCN [solvent]; water [solvent]; LiI [additive]; water [additive],85,22,,,false,22 h at 85 °C
Condensation,R–Cl,LG|Alkyl|Cl,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,44.88,0.45,RCR1:f735aac2282db2a9bfe079bbb7b2294c1004bc863404d161633b4158662a6bc5,No ligand; lutidine [base]; PhMe [solvent]; water [additive],85,3,,,false,3 h at 85 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–I,LG|Ar|I,,,,30.93,1.24,RCR1:8da8b1fcebf5355e467a7724c0d24076406abe8523db4b1d33413bfbea83a167,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; K2CO3 [base]; DMI [solvent]; KOPiv [additive],90,20,,,true,20 h at 90 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–I,LG|Ar|I,,,,52.91,2.61,RCR1:32faf6f9443f892922b86c576f37c79fc794db054e2d26607de0b32e508a10c7,XantPhosPdCl2 [catalyst]; XantPhos [ligand]; K2CO3 [base]; DMI [solvent]; KOPiv [additive],90,22,,,true,22 h at 90 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,48.7,2.34,RCR1:95adc10d40888dbd533bff1f1b7c4981703b6d0f9c8c8a2052ccd57ba95c0588,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],80,2,,,true,2 h at 80 °C
SNAr,Lactam,,,,,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,60.45,1.25,RCR1:0637489869b46f4f58b712ec80537e7f71767f028dc58136e361046bb7f71cb0,No ligand; DBU [base]; NaOtBu [base]; MeTHF [solvent]; PyClOP [coupling_reagent],30,1.5,,,false,1.5 h at 30 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.6,RCR1:895f92bf827434007f12e7bcf112ba3055e5f5728d7352f6145a2b0b5071f599,XPhos Pd G4 [catalyst]; XPhos [ligand]; NaOtBu [base]; PhMe [solvent],,,,,true,
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,64.61,2.33,RCR1:df9d2543353620246e4fa486e68304cc1dbea497b7d30330d32343cd0b4f613f,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],80,3,,,true,3 h at 80 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.87,RCR1:895f92bf827434007f12e7bcf112ba3055e5f5728d7352f6145a2b0b5071f599,XPhos Pd G4 [catalyst]; XPhos [ligand]; NaOtBu [base]; PhMe [solvent],,,,,true,
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,37.81,0.66,RCR1:4c4c3bb5df2b03450b0bed11e23c6c59585ccb93f5556dfea009ca20d9764146,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],80,20,,,true,20 h at 80 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,0,-0.56,RCR1:a98fdb3ff2362d51444b1fcfc13f46d48f07c055c6c6cfbfae2471b563240c8a,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; Cs2CO3 [base]; PhMe [solvent]; water [additive],,,,,true,
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Br,LG|Ar|Br,,,,11.12,0.36,RCR1:df9d2543353620246e4fa486e68304cc1dbea497b7d30330d32343cd0b4f613f,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],80,3,,,true,3 h at 80 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,28.45,0.72,RCR1:4c4c3bb5df2b03450b0bed11e23c6c59585ccb93f5556dfea009ca20d9764146,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],80,20,,,true,20 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,35.66,-0.71,RCR1:500c3eb499c4361c599bc3538deb999f013c7b1628e2e335e8699404aef55d15,CuI [catalyst]; No ligand; K2CO3 [base]; DMI [solvent]; water [additive],95,10,,,false,10 h at 95 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,86.98,0.99,RCR1:94c6302e7370451fb95f6f7f5e4de41d9c8e767d60f1c57224436a45c0e52716,Cu2O [catalyst]; No ligand; K3PO4 [base]; DMI [solvent]; water [additive],95,7,,,false,7 h at 95 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,72.51,0.51,RCR1:83af596d038af4383629d6a3ded4ddd869a78aaf8aab9f7b3259483f09cbba5e,Cu2O [catalyst]; No ligand; DBU [base]; BuOH [solvent]; water [additive],105,19,,,true,19 h at 105 °C
