reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-138-CAS-2914869,31-138-CAS-2914869,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,71,,,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties,"Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert","Journal of Organic Chemistry (2009), 74(22), 8844-8847","Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties | Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert | Journal of Organic Chemistry (2009), 74(22), 8844-8847","1191-15-7, 2766-43-0",102308-32-7,7647-01-0,,"108-88-3, 67-56-1, 7732-18-5",,,,,,"(S)-tert-Butyl-4-formyl-2,2-dimethyloxazolidine-3-carboxylate (3). A solution of N-Boc-( S)-serine methyl ester (12.0 g, 46.3 mmol) in toluene (100 mL) was cooled to -78 °C under nitrogen. To the cooled solution was slowly added DIBAL-H (83 mL, a 1.5 M solution in toluene). The reaction mixture was stirred for 2 h at -78 °C, and the reaction was quenched by slowly adding 100 mL of cold MeOH. The resulting white emulsion was slowly poured into 200 mL of ice-cold 1 M HCl with swirling over 20 min, and the aqueous mixture was extracted with EtOAc (3 x 120 mL). The combined organic layers were washed with brine (150 mL), dried (Na2SO4), and concentrated to give the crude product as a colorless oil, which was vacuum distilled to provide aldehyde 3 (7.5 g, 71%) as a colorless liquid. bp 115-125 °C (9.0 mm Hg).",3,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""1191-15-7"", ""smiles"": ""CC(C)[CH2][AlH][CH2]C(C)C""}, {""index"": 2, ""cas_rn"": ""2766-43-0"", ""smiles"": ""COC(=O)[C@H](CO)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""102308-32-7"", ""yield_pct"": ""71"", ""smiles"": ""CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-22769973,31-517-CAS-22769973,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,87,,,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC,CCCCCC[C@@H](O)C/C=C\CCCCCCCC=O,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC>>CCCCCC[C@@H](O)C/C=C\CCCCCCCC=O,Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds,"Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu.","Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358","Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds | Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu. | Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358",141-24-2,1321621-21-9,1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""141-24-2"", ""smiles"": ""CCCCCC[C@@H](O)C/C=C\\CCCCCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""1321621-21-9"", ""yield_pct"": ""87"", ""smiles"": ""CCCCCC[C@@H](O)C/C=C\\CCCCCCCC=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""109-99-9""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",alternative preparation shown,
31-517-CAS-22815608,31-517-CAS-22815608,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CCOC(=O)c1ccnc(C(=O)OCC)c1,CCOC(=O)c1ccnc(C=O)c1,CCOC(=O)c1ccnc(C(=O)OCC)c1>>CCOC(=O)c1ccnc(C=O)c1,Selective DIBAL-H Monoreduction of a Diester Using Continuous Flow Chemistry: From Benchtop to Kilo Lab,"Uhlig, Nick; Martins, Andrew; Gao, Detian","Organic Process Research & Development (2020), 24(10), 2326-2335","Selective DIBAL-H Monoreduction of a Diester Using Continuous Flow Chemistry: From Benchtop to Kilo Lab | Uhlig, Nick; Martins, Andrew; Gao, Detian | Organic Process Research & Development (2020), 24(10), 2326-2335",41438-38-4,21908-08-7,"141-78-6, 1191-15-7",,109-99-9,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""41438-38-4"", ""smiles"": ""CCOC(=O)c1ccnc(C(=O)OCC)c1""}]","[{""index"": 1, ""cas_rn"": ""21908-08-7"", ""smiles"": ""CCOC(=O)c1ccnc(C=O)c1""}]","[{""index"": 1, ""cas_rn"": ""141-78-6""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-517-CAS-2319243,31-517-CAS-2319243,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,99,,,CCOC(=O)c1ccc(OC)c(OC)c1,COc1ccc(C=O)cc1OC,CCOC(=O)c1ccc(OC)c(OC)c1>>COc1ccc(C=O)cc1OC,Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters,"Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun","Tetrahedron (2014), 70(29), 4420-4424","Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters | Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun | Tetrahedron (2014), 70(29), 4420-4424",3943-77-9,120-14-9,"110-91-8, 1191-15-7, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,4,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""3943-77-9"", ""smiles"": ""CCOC(=O)c1ccc(OC)c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""120-14-9"", ""yield_pct"": ""99"", ""smiles"": ""COc1ccc(C=O)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-23238361,31-517-CAS-23238361,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,80,,,CC(C)(C)OC(=O)N[C@@H](CSc1ccccc1)CC(=O)OCc1ccccc1,CC(C)(C)OC(=O)N[C@H](CC=O)CSc1ccccc1,CC(C)(C)OC(=O)N[C@@H](CSc1ccccc1)CC(=O)OCc1ccccc1>>CC(C)(C)OC(=O)N[C@H](CC=O)CSc1ccccc1,Using proteolysis-targeting chimera technology to reduce navitoclax platelet toxicity and improve its senolytic activity,"He, Yonghan; Zhang, Xuan; Chang, Jianhui; Kim, Ha-Neui; Zhang, Peiyi; Wang, Yingying; Khan, Sajid; Liu, Xingui; Zhang, Xin; Lv, Dongwen; Song, Lin; Li, Wen; Thummuri, Dinesh; Yuan, Yaxia; Wiegand, Janet S.; Ortiz, Yuma T.; Budamagunta, Vivekananda; Elisseeff, Jennifer H.; Campisi, Judith; Almeida, Maria; Zheng, Guangrong; Zhou, Daohong","Nature Communications (2020), 11(1), 1996","Using proteolysis-targeting chimera technology to reduce navitoclax platelet toxicity and improve its senolytic activity | He, Yonghan; Zhang, Xuan; Chang, Jianhui; Kim, Ha-Neui; Zhang, Peiyi; Wang, Yingying; Khan, Sajid; Liu, Xingui; Zhang, Xin; Lv, Dongwen; Song, Lin; Li, Wen; Thummuri, Dinesh; Yuan, Yaxia; Wiegand, Janet S.; Ortiz, Yuma T.; Budamagunta, Vivekananda; Elisseeff, Jennifer H.; Campisi, Judith; Almeida, Maria; Zheng, Guangrong; Zhou, Daohong | Nature Communications (2020), 11(1), 1996",1044598-94-8,1044598-95-9,"1191-15-7, 12125-02-9",,"108-88-3, 7732-18-5",,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""1044598-94-8"", ""smiles"": ""CC(C)(C)OC(=O)N[C@@H](CSc1ccccc1)CC(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1044598-95-9"", ""yield_pct"": ""80"", ""smiles"": ""CC(C)(C)OC(=O)N[C@H](CC=O)CSc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""12125-02-9""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-2419805,31-517-CAS-2419805,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,89,,,CC[C@@H](OC)[C@@H](C)CCCCC(=O)OC,CC[C@@H](OC)[C@@H](C)CCCCC=O,CC[C@@H](OC)[C@@H](C)CCCCC(=O)OC>>CC[C@@H](OC)[C@@H](C)CCCCC=O,"Total Synthesis of the Phenolic Glycolipid Mycoside B and the Glycosylated p-Hydroxybenzoic Acid Methyl Ester HBAD-I, Virulence Markers of Mycobacterium tuberculosis","Barroso, Santiago; Geerdink, Danny; ter Horst, Bjorn; Casas-Arce, Eva; Minnaard, Adriaan J.","European Journal of Organic Chemistry (2013), 2013(21), 4642-4654","Total Synthesis of the Phenolic Glycolipid Mycoside B and the Glycosylated p-Hydroxybenzoic Acid Methyl Ester HBAD-I, Virulence Markers of Mycobacterium tuberculosis | Barroso, Santiago; Geerdink, Danny; ter Horst, Bjorn; Casas-Arce, Eva; Minnaard, Adriaan J. | European Journal of Organic Chemistry (2013), 2013(21), 4642-4654",1040731-63-2,1040731-65-4,"1191-15-7, 67-56-1, 304-59-6",,"60-29-7, 75-09-2",,,,,,,3,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""1040731-63-2"", ""smiles"": ""CC[C@@H](OC)[C@@H](C)CCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""1040731-65-4"", ""yield_pct"": ""89"", ""smiles"": ""CC[C@@H](OC)[C@@H](C)CCCCC=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""304-59-6""}]",[],"[{""index"": 1, ""cas_rn"": ""60-29-7""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]",other product(alcohol) also detected in 3% yield,
31-517-CAS-2495881,31-517-CAS-2495881,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,68,,,CC1(C)OC(=O)c2ccccc2O1,O=Cc1ccccc1O,CC1(C)OC(=O)c2ccccc2O1>>O=Cc1ccccc1O,"Efficient and Selective Reduction Protocols of the 2,2-Dimethyl-1,3-benzodioxan-4-one Functional Group to Readily Provide Both Substituted Salicylaldehydes and 2-Hydroxybenzyl Alcohols","Bajwa, Naval; Jennings, Michael P.","Journal of Organic Chemistry (2006), 71(9), 3646-3649","Efficient and Selective Reduction Protocols of the 2,2-Dimethyl-1,3-benzodioxan-4-one Functional Group to Readily Provide Both Substituted Salicylaldehydes and 2-Hydroxybenzyl Alcohols | Bajwa, Naval; Jennings, Michael P. | Journal of Organic Chemistry (2006), 71(9), 3646-3649",1433-61-0,90-02-8,"1191-15-7, 7647-01-0",,"75-09-2, 67-56-1, 7732-18-5",,,,,,"General/Typical Procedure: General Procedure for the Preparation of Aldehydes 3a-3l. A solution of substituted 2,2-dimethyl-1,3-benzodioxan-4-one (1 mmol) in CH2Cl2 at -78 °C was treated with DIBAL-H (3 mmol, 1 M solution in CH2Cl2). The reaction mixture was stirred at -78 °C for 2 h and then quenched with 1 M HCl and MeOH. After warming to room temperature, H2O was added, and the aqueous layer was extracted three times with Et2O. The combined organic layers were washed with water and brine, dried with MgSO4, and concentrated in vacuo. Chromatography on silica gel with hexanes- EtOAc (95:5) as the eluent afforded the targeted aldehyde compounds 3a-3j.",2,1,68,,,,,,,"{""1"": 68}","[{""index"": 1, ""cas_rn"": ""1433-61-0"", ""smiles"": ""CC1(C)OC(=O)c2ccccc2O1""}]","[{""index"": 1, ""cas_rn"": ""90-02-8"", ""yield_pct"": ""68"", ""smiles"": ""O=Cc1ccccc1O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","chemoselective, optimization study, optimized on reagent, toluene/solvent gave lower yield",
31-517-CAS-2563781,31-517-CAS-2563781,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,80,,,CC(C(=O)O)c1ccccc1,CC(C=O)c1ccccc1,CC(C(=O)O)c1ccccc1>>CC(C=O)c1ccccc1,One pot conversion of carboxylic acids to aldehydes with DIBAL-H,"Chandrasekhar, S.; Kumar, M. Suresh; Muralidhar, B.","Tetrahedron Letters (1998), 39(8), 909-910","One pot conversion of carboxylic acids to aldehydes with DIBAL-H | Chandrasekhar, S.; Kumar, M. Suresh; Muralidhar, B. | Tetrahedron Letters (1998), 39(8), 909-910",492-37-5,93-53-8,"75-77-4, 121-44-8, 1191-15-7",,75-09-2,,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""492-37-5"", ""smiles"": ""CC(C(=O)O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-53-8"", ""yield_pct"": ""80"", ""smiles"": ""CC(C=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}, {""index"": 2, ""cas_rn"": ""121-44-8""}, {""index"": 3, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-517-CAS-2635190,31-517-CAS-2635190,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,69,,,COC(=O)[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OCc1ccccc1,CC(C)(C)[Si](C)(C)OC[C@H](C=O)NC(=O)OCc1ccccc1,COC(=O)[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OCc1ccccc1>>CC(C)(C)[Si](C)(C)OC[C@H](C=O)NC(=O)OCc1ccccc1,"C-Functionalized chiral dioxocyclam and cyclam derivatives with 1,2,3-triazole units: synthesis, complexation properties and crystal structures of copper(II) complexes","Felten, A.-S.; Petry, N.; Henry, B.; Pellegrini-Moise, N.; Selmeczi, K.","New Journal of Chemistry (2016), 40(2), 1507-1520","C-Functionalized chiral dioxocyclam and cyclam derivatives with 1,2,3-triazole units: synthesis, complexation properties and crystal structures of copper(II) complexes | Felten, A.-S.; Petry, N.; Henry, B.; Pellegrini-Moise, N.; Selmeczi, K. | New Journal of Chemistry (2016), 40(2), 1507-1520",524712-84-3,160349-52-0,1191-15-7,,"108-88-3, 141-78-6",,,,,,,2,1,69,,,,,,,"{""1"": 69}","[{""index"": 1, ""cas_rn"": ""524712-84-3"", ""smiles"": ""COC(=O)[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""160349-52-0"", ""yield_pct"": ""69"", ""smiles"": ""CC(C)(C)[Si](C)(C)OC[C@H](C=O)NC(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""141-78-6""}]",overall yield 51% over three steps,
31-517-CAS-2879772,31-517-CAS-2879772,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,42,,,COC(=O)c1ccccc1,O=Cc1ccccc1,COC(=O)c1ccccc1>>O=Cc1ccccc1,Ate complex from diisobutylaluminum hydride and n-butyllithium as a powerful and selective reducing agent for the reduction of selected organic compounds containing various functional groups,"Kim, Sunggak; Ahn, Kyo Han","Journal of Organic Chemistry (1984), 49(10), 1717-24","Ate complex from diisobutylaluminum hydride and n-butyllithium as a powerful and selective reducing agent for the reduction of selected organic compounds containing various functional groups | Kim, Sunggak; Ahn, Kyo Han | Journal of Organic Chemistry (1984), 49(10), 1717-24",93-58-3,100-52-7,,,,,,,,,,1,1,42,,,,,,,"{""1"": 42}","[{""index"": 1, ""cas_rn"": ""93-58-3"", ""smiles"": ""COC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""42"", ""smiles"": ""O=Cc1ccccc1""}]",[],[],[],,
31-517-CAS-2964587,31-517-CAS-2964587,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CCOC(=O)C[C@@H](C)OC1CCCCO1,C[C@H](CC=O)OC1CCCCO1,CCOC(=O)C[C@@H](C)OC1CCCCO1>>C[C@H](CC=O)OC1CCCCO1,"Enzymatic Polyketide Chain Branching to Give Substituted Lactone, Lactam, and Glutarimide Heterocycles","Heine, Daniel; Bretschneider, Tom; Sundaram, Srividhya; Hertweck, Christian","Angewandte Chemie, International Edition (2014), 53(43), 11645-11649","Enzymatic Polyketide Chain Branching to Give Substituted Lactone, Lactam, and Glutarimide Heterocycles | Heine, Daniel; Bretschneider, Tom; Sundaram, Srividhya; Hertweck, Christian | Angewandte Chemie, International Edition (2014), 53(43), 11645-11649",90410-58-5,77234-52-7,"1191-15-7, 7647-01-0",,"108-88-3, 110-54-3, 67-56-1",,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""90410-58-5"", ""smiles"": ""CCOC(=O)C[C@@H](C)OC1CCCCO1""}]","[{""index"": 1, ""cas_rn"": ""77234-52-7"", ""smiles"": ""C[C@H](CC=O)OC1CCCCO1""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""67-56-1""}]",,
31-517-CAS-2985408,31-517-CAS-2985408,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,100,,,COC(=O)CCc1ccccc1-c1cc2ccccc2n1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)n1c(-c2ccccc2CCC=O)cc2ccccc21,COC(=O)CCc1ccccc1-c1cc2ccccc2n1C(=O)OC(C)(C)C>>CC(C)(C)OC(=O)n1c(-c2ccccc2CCC=O)cc2ccccc21,Mechanistic Insights into the Post-Cyclization Isomerization in Gold-Catalyzed 7-exo-dig-Hydroarylations,"Pflaesterer, Daniel; Schumacher, Soeren; Rudolph, Matthias; Hashmi, A. Stephen K.","Chemistry - A European Journal (2015), 21(32), 11585-11589","Mechanistic Insights into the Post-Cyclization Isomerization in Gold-Catalyzed 7-exo-dig-Hydroarylations | Pflaesterer, Daniel; Schumacher, Soeren; Rudolph, Matthias; Hashmi, A. Stephen K. | Chemistry - A European Journal (2015), 21(32), 11585-11589",1800375-91-0,1800375-97-6,1191-15-7,,"75-09-2, 108-88-3",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1800375-91-0"", ""smiles"": ""COC(=O)CCc1ccccc1-c1cc2ccccc2n1C(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1800375-97-6"", ""yield_pct"": ""100"", ""smiles"": ""CC(C)(C)OC(=O)n1c(-c2ccccc2CCC=O)cc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-517-CAS-3014271,31-517-CAS-3014271,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,99,,,O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,O=C[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1>>O=C[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H,"Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf","Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460","A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H | Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf | Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460",1161-13-3,59830-60-3,"530-62-1, 1191-15-7, 141-78-6",,"75-09-2, 108-88-3",,,,,,,3,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1161-13-3"", ""smiles"": ""O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""59830-60-3"", ""yield_pct"": ""99"", ""smiles"": ""O=C[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""530-62-1""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""141-78-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-517-CAS-3057753,31-517-CAS-3057753,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,83,,,CCOC(=O)c1ccco1,O=Cc1ccco1,CCOC(=O)c1ccco1>>O=Cc1ccco1,New method for synthesis of aldehydes from esters by sodium diisobutyl-t-butoxyaluminum hydride,"Song, Jung In; An, Duk Keun","Chemistry Letters (2007), 36(7), 886-887","New method for synthesis of aldehydes from esters by sodium diisobutyl-t-butoxyaluminum hydride | Song, Jung In; An, Duk Keun | Chemistry Letters (2007), 36(7), 886-887",614-99-3,98-01-1,"948899-53-4, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""614-99-3"", ""smiles"": ""CCOC(=O)c1ccco1""}]","[{""index"": 1, ""cas_rn"": ""98-01-1"", ""yield_pct"": ""83"", ""smiles"": ""O=Cc1ccco1""}]","[{""index"": 1, ""cas_rn"": ""948899-53-4""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",in-situ generated reagent,
31-517-CAS-3132499,31-517-CAS-3132499,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,5,,,CCOC(=O)c1cocc1C(=O)OCC,O=Cc1cocc1C=O.CCOC(=O)c1cocc1C=O,CCOC(=O)c1cocc1C(=O)OCC>>O=Cc1cocc1C=O.CCOC(=O)c1cocc1C=O,Application of Flow Chemistry to the Selective Reduction of Esters to Aldehydes,"Munoz, Juan de M.; Alcazar, Jesus; de la Hoz, Antonio; Diaz-Ortiz, Angel","European Journal of Organic Chemistry (2012), 2012(2), 260-263, S260/1-S260/8","Application of Flow Chemistry to the Selective Reduction of Esters to Aldehydes | Munoz, Juan de M.; Alcazar, Jesus; de la Hoz, Antonio; Diaz-Ortiz, Angel | European Journal of Organic Chemistry (2012), 2012(2), 260-263, S260/1-S260/8",30614-77-8,"7040-25-7, 37656-23-8",77299-63-9,,108-88-3,,,,,,,1,1,5,35,,,,,,"{""1"": 5, ""2"": 35}","[{""index"": 1, ""cas_rn"": ""30614-77-8"", ""smiles"": ""CCOC(=O)c1cocc1C(=O)OCC""}]","[{""index"": 1, ""cas_rn"": ""7040-25-7"", ""yield_pct"": ""5"", ""smiles"": ""O=Cc1cocc1C=O""}, {""index"": 2, ""cas_rn"": ""37656-23-8"", ""yield_pct"": ""35"", ""smiles"": ""CCOC(=O)c1cocc1C=O""}]","[{""index"": 1, ""cas_rn"": ""77299-63-9""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]","alternative preparation shown, batch conditions",
31-517-CAS-3234157,31-517-CAS-3234157,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,COC(=O)[C@H](C)NC(=O)OC(C)(C)C,C[C@@H](C=O)NC(=O)OC(C)(C)C,COC(=O)[C@H](C)NC(=O)OC(C)(C)C>>C[C@@H](C=O)NC(=O)OC(C)(C)C,Remote Control of Helical Chirality: Thermodynamic Resolution of a Racemic Mixture of CTV Units by Remote Stereogenic Centers,"Chatelet, Bastien; Joucla, Lionel; Padula, Daniele; Di Bari, Lorenzo; Pilet, Guillaume; Robert, Vincent; Dufaud, Veronique; Dutasta, Jean-Pierre; Martinez, Alexandre","Organic Letters (2015), 17(3), 500-503","Remote Control of Helical Chirality: Thermodynamic Resolution of a Racemic Mixture of CTV Units by Remote Stereogenic Centers | Chatelet, Bastien; Joucla, Lionel; Padula, Daniele; Di Bari, Lorenzo; Pilet, Guillaume; Robert, Vincent; Dufaud, Veronique; Dutasta, Jean-Pierre; Martinez, Alexandre | Organic Letters (2015), 17(3), 500-503",28875-17-4,79069-50-4,1191-15-7,,75-09-2,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""28875-17-4"", ""smiles"": ""COC(=O)[C@H](C)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""79069-50-4"", ""smiles"": ""C[C@@H](C=O)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",literature preparation,
