name,abbreviation,cas,smiles,formula,type,density,mw,bp,mp,volatile,viscose,role_1,family_1,tag_1,role_2,family_2,tag_2,role_1_original,qc_flags
Methylbenzylmercaptan,,4498-99-1,CC1=CC=C(C=C1)CS,C8H10S,liquid,1.0,138.23,116.0,76.0,,,organic_compound,,,,,,,type_mp_inconsistent
Ethyl3-fluorobenzoate,,451-02-5,CCOC(=O)C1=CC(=CC=C1)F,C9H9FO2,liquid,1.2,168.165,206.4,82.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-2-fluorotoluene,,452-75-5,CC1=C(C=C(C=C1)Cl)F,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Bromo-5-(trifluoromethyl)aniline,,454-79-5,C1=CC(=C(C=C1Br)C(F)(F)F)N,C7H5BrF3N,liquid,1.8,240.02,243.1,47.0,,,organic_compound,,,,,,,type_mp_inconsistent
"(+)-Nootkatone,crystalline",,4674-50-4,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,C15H22O,liquid,1.1,218.335,318.6,35.0,,,organic_compound,,,,,,,type_mp_inconsistent
Cyclopentadecanol,,4727-17-7,C1CCCCCCCC(CCCCCC1)O,C15H30O,liquid,0.93,226.398,333.3,85.0,,,organic_compound,,,,,,,type_mp_inconsistent
Fluoro-N-methyl-2-phenoxybenzylamine,,476310-75-5,CNCC1=C(C=CC(=C1)F)OC2=CC=CC=C2,,powder,,,,,,,organic_compound,,,,,,,formula_missing
cis-Jasmone,,488-10-8,CCC=CCC1=C(CCC1=O)C,C11H16O,liquid,1.0,164.244,264.2,203.0,,,organic_compound,,,,,,,type_mp_inconsistent
ml/500ml/2.5L,,496-11-7,C1CC2=CC=CC=C2C1,C9H10,liquid,1.1,118.176,176.5,,,,organic_compound,,,,,,,name_packaging_corruption
D-Sorbitol,,50-70-4,C(C(C(C(C(CO)O)O)O)O)O,C6H14O6,liquid,1.7,182.172,494.9,98.0,,,organic_compound,,,,,,,type_mp_inconsistent
Bromo-2'-chloroacetophenone,,5000-66-8,C1=CC=C(C(=C1)C(=O)CBr)Cl,C8H6BrClO,liquid,1.7,233.49,248.9,162.0,,,organic_compound,,,,,,,type_mp_inconsistent
Amino-1-benzylpiperidine,,50541-93-0,C1CN(CCC1N)CC2=CC=CC=C2,C12H18N2,liquid,1.1,190.285,281.2,90.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Potassiumsilvercyanide,(metalsbasis),Ag",,506-61-6,[C-]#N.[C-]#N.[K+].[Ag+],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
Methyl-2-heptyne,,51065-64-6,CC#CCCC(C)C,C8H14,liquid,0.0,110.197,125.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
g/500g/2.5kg,,516-06-3,CC(C)C(C(=O)O)N,C5H11NO2,powder,1.2,117.146,213.6,283.5,,,organic_compound,,,,,,,name_packaging_corruption
3-Dimethylphenol,,526-75-0,CC1=C(C(=CC=C1)O)C,C8H10O,liquid,1.1,122.164,216.9,72.0,,,organic_compound,,,,,,,type_mp_inconsistent
Benzylpiperazinedihydrochloride,,5321-63-1,C1=CC2=C(C=CN2)C=C1O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
(4-Methylphenyl)ethanol,,536-50-5,CC1=CC=C(C=C1)C(C)O,C9H12O,liquid,0.987,136.191,218.0,81.0,,,organic_compound,,,,,,,type_mp_inconsistent
(S)-(-)-Nicotine,,54-11-5,CN1CCCC1C2=CN=CC=C2,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"3-Dibromobutane,(ñ)+meso",,5408-86-6,CCC(CBr)Br,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Diisopentylamine,,544-00-3,CC(C)CCNCCC(C)C,C10H23N,liquid,0.0,157.296,187.0,-44.0,,,organic_compound,,,,,,,density_outlier_for_liquid
Methanesulfonylfluoride,,558-25-8,,,powder,,,,,,,other_reagent,,,,,,,smiles_missing;formula_missing
"',3'-Dichloroacetophenone",,56041-57-7,CC(=O)C1=C(C(=CC=C1)Cl)Cl,C8H6Cl2O,liquid,1.293,189.039,67.0,106.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/50g/250g,,569-58-4,C1=CC(=C(C=C1C(=C2C=CC(=O)C(=C2)C(=O)O)C3=CC(=C(C=C3)O)C(=O)O)C(=O)O)O.N.N.N,C22H23N3O9,powder,,473.433,759.6,220.0,,,organic_compound,,,,,,,name_packaging_corruption
g/100g/500g,,5704-04-1,C(C(=O)O)NC(CO)(CO)CO,C6H13NO5,powder,1.6,179.171,500.9,186.0,,,organic_compound,,,,,,,name_packaging_corruption
Acetoxybenzonitrile,,5715-02-6,B(OCC(C)(C)C)(OCC(C)(C)C)OCC(C)(C)C,C9H7NO2,liquid,1.14,161.157,119.0,252.0,,,organic_compound,,,,,,,type_mp_inconsistent
'-Nitroacetophenone,,577-59-3,CC(=O)C1=CC=CC=C1[N+](=O)[O-],C8H7NO3,liquid,1.23,165.146,286.4,76.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/250g/1kg,,58-08-2,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,,powder,,,,,,,organic_compound,,,,,,,name_packaging_corruption;formula_missing
"4,6-Trichloro-5-n-propylpyrimidine",,58-81-1,CCCC1=C(N=C(N=C1Cl)Cl)Cl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Phenoxyethylbromide,,589-10-6,C1=CC=C(C=C1)CCBr,C8H9BrO,liquid,1.5,201.061,239.8,31.0,,,organic_compound,,,,,,,type_mp_inconsistent
Phenylhydrazinehydrochloride,,59-88-1,C1=CC=C(C=C1)NN,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Acetylurea,,591-07-1,,C3H6N2O2,powder,1.204,102.092,,216.0,,,organic_compound,,,,,,,smiles_missing
5-Dinitronaphthalene,,605-71-0,C1=CC2=C(C=CC=C2[N+](=O)[O-])C(=C1)[N+](=O)[O-],,powder,,,,,,,organic_compound,,,,,,,formula_missing
6-Dinitrotoluene,,606-20-2,CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],,powder,,,,,,,organic_compound,,,,,,,formula_missing
g/100g/500g,,608-66-2,C(C(C(C(C(CO)O)O)O)O)O,C6H14O6,powder,1.7,182.172,494.9,188.0,,,organic_compound,,,,,,,name_packaging_corruption
"4,6-Trimethylphenylisothiocyanate",,6095-82-5,CC1=CC(=C(C(=C1)C)N=C=S)C,,powder,,,,,,,organic_compound,,,,,,,formula_missing
N-(5-Hexynyl)phthalimide,,6097-08-1,COC1=CC=CC(=C1)C=CC(=O)O,C14H13NO2,liquid,1.196,227.259,360.2,68.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/500g/2.5kg,,61-90-5,CC(C)CC(C(=O)O)N,C6H13NO2,powder,1.1,131.173,225.8,286.0,,,organic_compound,,,,,,,name_packaging_corruption
Methyl2-iodobenzoate,,610-97-9,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Fe+3],C8H7IO2,liquid,1.9,262.044,258.8,64.0,,,metal_catalyst,,,,,,,type_mp_inconsistent
Bromophenylacetone,,6186-22-7,C1CC2C(C(C1O2)C(=O)O)C(=O)O,C9H9BrO,liquid,1.5,213.071,265.7,116.0,,,organic_compound,,,,,,,type_mp_inconsistent
Hydroxy-4-nitrobenzoicacid,,619-14-7,C1=CC(=C(C=C1C(=O)O)O)[N+](=O)[O-],C7H5NO5,liquid,1.7,183.12,381.0,229.0,,,organic_compound,,,,,,,type_mp_inconsistent
N-Benzylidenemethylamine,,622-29-7,CN=CC1=CC=CC=C1,C8H9N,liquid,0.967,119.164,75.0,185.0,,,organic_compound,,,,,,,type_mp_inconsistent
"3-Diiodopropane,,stab.withcopper",,627-31-6,C(CI)CI,C3H6I2,liquid,2.576,295.889,111.0,-20.0,,,organic_compound,,,,,,,density_outlier_for_liquid
N-Allylmethylamine,,627-37-2,CC=CCN,C4H9N,liquid,0.8,71.121,65.0,76.0,,,organic_compound,,,,,,,type_mp_inconsistent
Ethyl-1-pentyn-3-ol,,6285-06-9,CC(CCO)O,C7H12O,liquid,1.0,112.17,137.1,138.0,,,organic_compound,,,,,,,type_mp_inconsistent
Pentadecanol,,629-76-5,CCCCCCCCCCCCCCCO,C15H32O,liquid,0.9,228.414,298.5,41.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-3-(trifluoromethyl)phenol,,6294-93-5,C1=CC(=C(C=C1O)C(F)(F)F)Cl,C7H4ClF3O,liquid,1.6,196.554,232.0,44.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Hypophosphorousacid,w/waq.soln.",,6303-21-5,OP=O,,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Amino-N,N-dimethylbenzamide",,6331-71-1,CCCCC1(OOC(CCC(OO1)(C)C)(C)C)C,C9H12N2O,liquid,1.116,164.204,348.0,151.0,,,organic_compound,,,,,,,type_mp_inconsistent
Fluoro-5-methylphenol,,63762-79-8,CC1=CC(=C(C=C1)F)O,C7H7FO,liquid,1.3,126.128,175.0,32.0,,,organic_compound,,,,,,,type_mp_inconsistent
n-Tetradecanamide,,638-58-4,CCCCCCCCCCCCCC(=O)N,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Ammoniumnitrate,ACS,min",,6484-52-2,[NH4+].[N+](=O)([O-])[O-],,powder,,,,,,,other_reagent,,,,,,,formula_missing
g/100g/500g,,65-71-4,CC1=CNC(=O)NC1=O,C5H6N2O2,powder,1.5,126.113,403.8,316.0,,,organic_compound,,,,,,,name_packaging_corruption
"3,5,6-Tetrafluorobenzotrifluoride",,651-80-9,C1=C(C(=C(C(=C1F)F)C(F)(F)F)F)F,C7HF7,liquid,1.601,218.072,111.0,111.0,,,organic_compound,,,,,,,type_mp_inconsistent
Bromo-4-fluoroaniline,,656-64-4,C1=CC(=C(C=C1N)Br)F,C6H5BrFN,liquid,1.8,190.013,248.8,34.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/250g/1kg,,66-22-8,C1CNC(=O)NC1=O,C4H4N2O2,powder,1.6,112.087,440.5,330.0,,,organic_compound,,,,,,,name_packaging_corruption
Ultramark®1960F,,66795-94-6,,C83F168O27,liquid,,4500.0,,,,,organic_compound,,,,,,,smiles_missing
"tert-Butylmagnesiumchloride,1MinMeTHF",,677-22-5,C[C-](C)C.[Mg+2].[Cl-],C4H9ClMg,liquid,0.931,116.872,34.0,46.0,,,organic_compound,,,,,,,type_mp_inconsistent
"N,N-Dimethylphosphoramidodichloridate",,677-43-0,CN(C)P(=O)(Cl)Cl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"3,6-Trifluoroaniline",,67815-56-9,C1=CC(=C(C(=C1F)N)F)F,C6H4F3N,liquid,1.5,147.098,156.6,215.0,,,organic_compound,,,,,,,type_mp_inconsistent
Di-n-butyltindichloride,,683-18-1,CCCC[Sn](CCCC)(Cl)Cl,C8H18Cl2Sn,liquid,1.4,303.845,275.3,39.0,,,organic_compound,,,,,,,type_mp_inconsistent
[3-(Trifluoromethyl)phenylsulfonylamino]cyclohexane-,,690645-95-5,,C14H16F3NO4S,powder,1.6,351.341,480.1,,,,organic_compound,,,,,,,smiles_missing
(3-Chlorophenylsulfonylaminomethyl)benzoicacid,,690645-98-8,,C14H12ClNO4S,powder,,325.767,,,,,organic_compound,,,,,,,smiles_missing
2-Hexanediol,,6920-22-5,CCCCC(CO)O,C6H14O2,liquid,1.1,118.174,223.5,45.0,,,organic_compound,,,,,,,type_mp_inconsistent
Iodobenzylamine,,696-40-2,C1=CC(=CC(=C1)I)CN,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methylpyrrole-2-carboxylicacid,,6973-60-0,,C6H7NO2,powder,1.3,125.125,276.6,136.0,,,organic_compound,,,,,,,smiles_missing
"(S)-(+)-2-Aminohexane,ChiPros®,ee",,70492-67-0,CCCCC(C)N,C6H15N,liquid,0.0,101.19,116.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
g/100g/500g,,72-18-4,CO,C5H11NO2,powder,1.2,117.146,213.6,315.0,,,organic_compound,,,,,,,name_packaging_corruption
g/100g/500g,,73-40-5,CO,C5H5N5O,powder,2.3,151.126,561.5,,,,organic_compound,,,,,,,name_packaging_corruption
N-Dodecylmethylamine,,7311-30-0,,C13H29N,liquid,0.795,199.376,200.0,18.0,,,organic_compound,,,,,,,smiles_missing
(R)-(-)-1-Indanylisothiocyanate,,737000-97-4,,C10H9NS,powder,1.145,175.25,108.0,,,,organic_compound,,,,,,,smiles_missing
"Lithiumgranules,1-6mm(0.04-0.2in),(metalsbasis)",,7439-93-2,[Li+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Lutetiumpowder,-40mesh,(REO)",,7439-94-3,[Lu],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Magnesiumpowder,-325mesh",,7439-95-4,[Mg+2],,powder,,,,,,,other_reagent,,,,,,,formula_missing
lb/227g/1lb/454g/5lb/2270g/10lb/4540g,,7439-97-6,[Hg],Hg,liquid,13.54,200.589,356.6,-38.9,,,metal_catalyst,,,,,,,density_outlier_for_liquid
"Osmiumpowder,-200mesh,(metalsbasis)",,7440-04-2,[Os],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
"Potassium,solid,(metalsbasis)",,7440-09-7,[K+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Yttriumpowder,-40mesh,(REO)",,7440-65-5,[Y],Y,liquid,4.469,88.906,3338.0,1522.0,,,metal_catalyst,,,,,,,density_outlier_for_liquid;type_mp_inconsistent
"Zirconiumpowder,APS2-3micron",,7440-67-7,[Zr],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
"Indiumsputteringtarget,76.2mm(3.0in)diax3.18mm",,7440-76-4,,,powder,,,,,,,other_reagent,,,,,,,cas_checksum_invalid;smiles_missing;formula_missing
"Thallium(I)sulfate,min(metalsbasis)",,7446-18-6,[O-]S(=O)(=O)[O-].[Tl+].[Tl+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
Mercury(II)chloride,,7487-94-7,[Hg],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
ml/100ml/500ml,,75-08-1,CCS,C2H6S,liquid,0.9,62.134,34.7,-148.0,,,organic_compound,,,,,,,name_packaging_corruption
g/50g/100g/250g/500g/1kg,,75-11-6,CN1CCCC1C(=O)O,CH2I2,liquid,3.3,267.836,182.0,6.0,,,organic_compound,,,,,,,name_packaging_corruption;density_outlier_for_liquid
g/2.5kg/10kg,,75-12-7,C(=O)N,CH3NO,liquid,1.1,45.041,210.5,2.0,,,organic_compound,,,,,,,name_packaging_corruption
Bromobenzaldehydediethylacetal,,75148-49-1,CCOC(C1=CC(=CC=C1)Br)OCC,C11H15BrO2,liquid,1.4,259.14,268.8,95.0,,,organic_compound,,,,,,,type_mp_inconsistent
H-Tetrafluoropropionicacid,,756-09-2,C(C(C(=O)O)(F)F)(F)F,C3H2F4O2,liquid,1.0,146.04,133.0,133.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Cyclohexylzincbromide,0.5MinTHF,packagedunderArgon",,7565-57-3,C1CC[CH-]CC1.[Zn+]Br,C6H11BrZn,liquid,0.963,228.436,80.7,114.0,,,metal_catalyst,,,,,,,type_mp_inconsistent
"Dimethylallylphosphonate,tech.",,757-54-0,COP(=O)(CC=C)OC,C5H11O3P,liquid,1.049,150.113,41.0,41.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/100g/500g,,76-09-5,CC(C)(C(C)(C)O)O,C6H14O2,powder,1.1,118.174,174.4,40.0,,,organic_compound,,,,,,,name_packaging_corruption
g/500g/2.5kg/10kg,,76-22-2,CC1(C2CCC1(C(=O)C2)C)C,C10H16O,powder,1.1,152.233,207.4,175.0,,,organic_compound,,,,,,,name_packaging_corruption
"Sodiumperchlorate,anhydrous,ACS,98.0-",,7601-89-0,[O-]Cl(=O)(=O)=O.[Na+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
(4-Fluorobenzyl)homopiperazine,,76141-89-4,C1CNCCN(C1)CC2=CC=C(C=C2)F,C12H17FN2,liquid,1.074,208.275,112.0,208.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Farnesylacetone,mixtureofisomers",,762-29-8,CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C,C18H30O,liquid,0.88,262.43,372.8,80.5,,,organic_compound,,,,,,,type_mp_inconsistent
Borontrifluoride,,7637-07-2,B(F)(F)F,,powder,,,,,,,other_reagent,,,,,,,formula_missing
Antimony(V)chloride,,7647-18-9,Cl[Sb](Cl)(Cl)(Cl)Cl,,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Nitricacid,0.1NStandardizedSolution",,7697-37-2,[N+](=O)([O-])[O-],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Divinylsulfone,,stab.withhydroquinone",,77-77-0,C=CS(=O)(=O)C=C,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Bromineliquid,ACS",,7726-95-6,[Br-],,powder,,,,,,,other_reagent,,,,,,,formula_missing
(ñ)-Ethylmandelate,,774-40-3,CCOC(=O)C(C1=CC=CC=C1)O,C10H12O3,liquid,1.115,180.2,254.0,37.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Sodiumchlorate,min",,7775-09-9,[O-]Cl(=O)=O.[Na+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Potassiumdichromate,0.025NStandardizedSolution",,7778-50-9,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
Mercury(II)potassiumiodide,,7783-33-7,[K+].[K+].I[Hg-2](I)(I)I,HgI4K2,liquid,1.16,786.404,,120.0,,,metal_catalyst,,,,,,,type_mp_inconsistent
Phosphorus(III)fluoride,,7783-55-3,FP(F)F,F3P,liquid,3.907,87.969,-95.0,-90.0,,,other_reagent,,,,,,,density_outlier_for_liquid
"Ammoniumdichromate,ACS,min",,7789-09-5,[NH4+].[NH4+].[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
"Sodiumdichromatedihydrate,ReagentGrade",,7789-12-0,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
"Cesiumnitrate,(metalsbasis)",,7789-18-6,[N+](=O)([O-])[O-].[Cs+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Tellurium(IV)iodide,(metalsbasis)",,7790-48-9,[Te](I)(I)(I)I,,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Lithiumperchlorate,anhydrous,ACS,min",,7791-03-9,[Li+].[O-]Cl(=O)(=O)=O,,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Sodiumperchloratemonohydrate,ACS,85.0-",,7791-07-3,O.[O-]Cl(=O)(=O)=O.[Na+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Methylvinylketone,tech.,stab.withhydroquinone",,78-94-4,CC(=O)C=C,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Chloroacetone,,stab.withepoxidizedsoybeanoil",,78-95-5,CC(=O)CCl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Bromo-N-n-butylbenzamide,,78080-34-9,CCCCNC(=O)C1=CC=C(C=C1)Br,,powder,,,,,,,organic_compound,,,,,,,formula_missing
(2-Piperazinyl)phenol,,783251-37-6,C1CNC(CN1)C2=CC=C(C=C2)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Acetylanthracene,,784-04-3,CC(=O)C1=C2C=CC=CC2=CC3=CC=CC=C31,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Amino-5-chloro-2'-fluorobenzophenone,,784-38-3,C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)N)F,,powder,,,,,,,organic_compound,,,,,,,formula_missing
(4-Morpholinyl)-5-(trifluoromethyl)aniline,,784-57-6,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)N,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methyl4-bromo-2-(bromomethyl)benzoate,,78471-43-9,COC(=O)C1=C(C=C(C=C1)Br)CBr,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Bromoaceticacid,,79-08-3,C(C(=O)O)Br,C2H3BrO2,liquid,2.1,138.948,207.0,46.0,,,organic_compound,,,,,,,type_mp_inconsistent
"1,2,2-Tetrabromoethane",,79-27-6,C(C(Br)Br)(Br)Br,C2H2Br4,liquid,3.1,345.653,243.5,1.0,,,organic_compound,,,,,,,density_outlier_for_liquid
"4,6-Trifluorobenzoylchloride",,79538-29-7,C1=C(C=C(C(=C1F)C(=O)Cl)F)F,C7H2ClF3O,liquid,1.6,194.538,151.8,167.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/2.5kg,,8006-28-8,[OH-].O=[Ca].[Na+],CaHNaO2,powder,,96.0745,,,,,other_reagent,,,,,,,name_packaging_corruption
"Sulfuricacid,fuming,12-freeSO",,8014-95-7,OS(=O)(=O)O.O=S(=O)=O,,powder,,,,,,,other_reagent,,,,,,,formula_missing
3-Bis(2-hydroxyhexafluoroisopropyl)benzene,,802-93-7,C1=CC(=CC(=C1)C(C(F)(F)F)(C(F)(F)F)O)C(C(F)(F)F)(C(F)(F)F)O,C12H6F12O2,liquid,1.7,410.156,303.9,41892.0,,,organic_compound,,,,,,,type_mp_inconsistent
IndiaInk,,8046-52-4,,,powder,,,,,,,other_reagent,,,,,,,smiles_missing;formula_missing
g/1kg,,8050-09-7,CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,C20H30O2,powder,1.2,302.451,439.5,100.0,,,organic_compound,,,,,,,name_packaging_corruption
g/250g/1kg,,81-88-9,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],C28H31ClN2O3,powder,0.79,479.01,3675000.0,210.0,,,organic_compound,,,,,,,name_packaging_corruption
Methoxybenzylchloride,,824-98-6,COC1=CC=CC(=C1)CCl,C8H9ClO,liquid,1.2,156.609,253.9,101.67,,,organic_compound,,,,,,,type_mp_inconsistent
"Dinonylphthalate,mixtureofisomers",,84-76-4,CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCC,C26H42O4,liquid,0.98,418.609,279.0,162.0,,,organic_compound,,,,,,,type_mp_inconsistent
"2-Cyclohexanedicarboxylicanhydride,cis+trans",,85-42-7,C1CCC2C(C1)C(=O)OC2=O,C8H10O3,liquid,1.3,154.163,283.4,32.0,,,organic_compound,,,,,,,type_mp_inconsistent
4-Difluorobenzamide,,85118-04-3,C1=CC(=C(C=C1C(=O)N)F)F,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Iodinetrichloride,,865-44-1,ClI(Cl)Cl,Cl3I,liquid,3.11,233.264,77.0,-33.0,,,other_reagent,,,,,,,density_outlier_for_liquid
3'-Diaminobenzidinetetrahydrochloridehydrate,,868272-85-9,CNC(=O)OC1=CC=CC=C1,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methyl-7-octen-5-yn-3-ol,,87371-34-4,CCC(CC#CC(=C)C)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"(S)-(-)-Tetrahydro-2-furoicacid,,ee",,87392-07-2,C1CC(OC1)C(=O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
(3-Chloro-2-pyridyl)piperazine,,87394-55-6,C1CN(CCN1)C2=C(C=CC=N2)Cl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Hydroxypyridine-2-carboxylicacid,,874-24-8,C1=CC(=C(N=C1)C(=O)O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methyl-3-(2-furyl)propenal,,874-66-8,CC(=CC1=CC=CO1)C=O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Chlorobenzylmagnesiumchloride,0.50Min2-Me-THF",,874-72-6,[CH2-]C1=CC=C(C=C1)Cl.[Mg+2].[Cl-],,powder,,,,,,,organic_compound,,,,,,,formula_missing
n-Butylpyridiniumbromide,,874-80-6,CCCC[N+]1=CC=CC=C1.[Br-],,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methoxybenzonitrile,,874-90-8,COC1=CC=C(C=C1)C#N,,powder,,,,,,,organic_compound,,,,,,,formula_missing
tert-Butylcarbamoyl-3-fluorobenzeneboronicacid,,874289-18-6,,C11H15BFNO3,powder,1.2,239.051,,140.0,,,organic_compound,,,,,,,smiles_missing
(Trifluoromethyl)aniline,,88-17-5,C1=CC=C(C(=C1)C(F)(F)F)N,C7H6F3N,liquid,1.4,161.124,174.8,34.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-2-nitrobenzene,,88-73-3,C1=CC=C(C(=C1)[N+](=O)[O-])Cl,C6H4ClNO2,liquid,1.5,157.555,245.5,31.0,,,organic_compound,,,,,,,type_mp_inconsistent
Acetamidobenzoicacid,,89-52-1,CC(=O)NC1=CC=CC=C1C(=O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
g/100g/250g/1kg,,89-78-1,CC1CCC(C(C1)O)C(C)C,C10H20O,powder,1.0,156.265,215.4,34.0,,,organic_compound,,,,,,,name_packaging_corruption
"Poly(1,1-dimethylsilazane),telomer",,89535-60-4,,,liquid,1.0,,,,,,other_reagent,,,,,,,smiles_missing;formula_missing
Triphenyltinacetate,,900-95-8,CC(=O)[O-].C1=CC=C(C=C1)[Sn+](C2=CC=CC=C2)C3=CC=CC=C3,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Tragacanthpowder,,9000-65-1,CC.CC.CC.CC.CC,,powder,,,,,,,organic_compound,,,,,,,formula_missing
[4-Chloro-3-(trifluoromethyl)phenyl]propionicacid,,900027-15-8,C1=CC(=C(C=C1CCC(=O)O)C(F)(F)F)Cl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Bromophenoxyacetonitrile,,90004-90-3,C1=CC=C(C(=C1)OCC#N)Br,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Pyruvatedecarboxylase,,9001-04-1,,,powder,,,,,,,other_reagent,,,,,,,smiles_missing;formula_missing
"Poly(acrylicacid),25wt%soln.inwater",,9003-01-4,C=CC(=O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Polyvinylacetate,M.W.ca50,000",,9003-20-7,COC(=O)C=C,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Polyvinylpyrrolidone,M.W.8,000",,9003-39-8,C=CN1CCCC1=O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Polyphenylmethylsiloxane,MW2500-2700",,9005-12-3,CC(=O)OCC1C(C(C(C(O1)OC2C(OC(C(C2OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,,liquid,1.11,136.2233,205.0,,,,organic_compound,,,,,,,formula_missing
ml/500ml/2.5L,,9005-65-6,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO,C46H52N5O8P,liquid,1.2,833.907,695.8,-21.0,,,organic_compound,,,,,,,name_packaging_corruption
"Chloro-N-(2,5-difluorophenyl)benzamide",,903302-26-1,,C13H8ClF2NO,powder,,267.659,,,,,organic_compound,,,,,,,smiles_missing
"Heparinsodiumsalt,fromporcineintestinalmucosa",,9041-08-1,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O,,powder,,6117.0,,,,,organic_compound,,,,,,,formula_missing
